Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Name,xMLBAMID,playerids,playerid,fg_auction_dollars
PHI,Phillies,0,1,2,2,0,0,NA,8,35,8,5,5,1,7,4,NA,1,5.27812,1.49961,7.80157,4.68937,1.66367,1.45742,0.192168,0.115508,0.07665961235761642,NA,0.251946,0.286009,0.682791,5.38706,25.100000000000005,3.1375000000000006,26,3.25,0.00420064,0.0142473,1,999,26,NL,Yoniel Curet,692414,sa3015446,sa3015446,NA
LAA,Angels,0,1,2,2,0,0,NA,9,39,10,6,5,1,5,4,NA,1,5.36064,1.56069,5.38119,3.90166,1.37921,1.36302,0.132053,0.0957456,0.03630729764699936,NA,0.27965,0.297359,0.68262,5.39956,23.30000000000001,2.5888888888888903,27,3,0.00415253,-0.0332598,1,999,1,AL,Joel Hurtado,805871,sa3019774,sa3019774,NA
SDP,Padres,2,2,0,40,0,1,NA,40,171,40,20,19,5,32,13,NA,1,4.1793,1.31825,7.16751,2.90472,2.46754,1.07474,0.186591,0.0756184,0.11097302287817001,NA,0.25432,0.292168,0.706205,4.15589,156.5,3.9125,161,4.025,0.00341959,-0.0215331,0,999,29,NL,Bryan Hoeing,663773,26304,26304,-6.212220432567578
MIL,Brewers,0,0,0,6,0,1,NA,6,25,6,3,3,1,5,2,NA,0,4.19951,1.27793,8.15689,2.90552,2.80738,1.23767,0.213649,0.0761026,0.1375463455915451,NA,0.245373,0.287012,0.713689,4.15931,24.500000000000007,4.083333333333335,25,4.166666666666667,0.0032098,-6.20567e-4,0,999,23,NL,K.C. Hunt,687268,sa3022937,sa3022937,NA
SDP,Padres,2,2,0,26,0,1,NA,26,112,24,13,12,4,27,11,NA,1,4.20128,1.32921,9.19081,3.70126,2.48315,1.26736,0.2369,0.0954028,0.141496904194355,NA,0.237186,0.286959,0.731122,4.24478,102.79999999999998,3.953846153846153,100,3.8461538461538463,0.00315523,-0.0140561,0,999,29,NL,Garrett Hawkins,678184,sa3017383,sa3017383,NA
KCR,Royals,1,2,0,22,0,1,NA,22,95,20,12,11,3,23,10,NA,1,4.44647,1.3831,9.28827,4.21805,2.20203,1.305,0.238405,0.108266,0.13013895601034164,NA,0.239817,0.291892,0.71863,4.50361,90.9,4.131818181818182,88,4,0.00297901,-0.0266521,0,999,7,AL,Héctor Neris,593576,11804,11804,NA
ATH,Athletics,0,0,0,8,0,1,NA,8,34,8,4,4,1,6,2,NA,0,4.34831,1.25958,7.2785,2.16413,3.36325,1.38287,0.1916,0.0569686,0.13463102281093597,NA,0.257909,0.289542,0.707704,4.32349,36.10000000000001,4.512500000000001,37,4.625,0.00292948,9.35899e-4,0,999,10,AL,Chen Zhong-Ao Zhuang,800018,sa3018174,sa3018174,NA
SEA,Mariners,1,1,0,24,0,1,NA,24,104,21,11,10,2,25,11,NA,2,3.88314,1.33806,9.36123,4.28239,2.18598,0.855261,0.240093,0.109833,0.1302601471543312,NA,0.228612,0.291,0.721655,3.97203,113.40000000000003,4.725000000000001,109,4.541666666666667,0.00220347,-0.0050801,0,999,11,AL,Yosver Zulueta,691172,27765,27765,NA
SDP,Padres,1,1,0,16,0,1,NA,16,69,16,8,7,2,13,5,NA,1,4.17734,1.32718,7.34925,3.01129,2.44057,1.13234,0.190462,0.0780402,0.11242197453975677,NA,0.253223,0.291115,0.715266,4.24021,64.20000000000002,4.012500000000001,66,4.125,0.00210117,-0.00874107,0,999,29,NL,Jhony Brito,666745,25386,25386,NA
PHI,Phillies,1,1,0,16,0,1,NA,16,69,15,8,8,2,15,6,NA,1,4.30853,1.34078,8.60645,3.64078,2.3639,1.116,0.220171,0.0931389,0.12703222781419754,NA,0.242438,0.292015,0.705625,4.27919,67.80000000000001,4.237500000000001,67,4.1875,0.00203989,0.00537185,0,999,26,NL,Kyle Backhus,679775,29615,29615,NA
CHW,White Sox,1,1,0,21,0,1,NA,21,90,21,11,10,3,17,6,NA,1,4.49166,1.31439,7.17411,2.66899,2.68795,1.29,0.185816,0.0691293,0.11668664216995239,NA,0.258491,0.291778,0.698216,4.46102,80.9,3.8523809523809525,83,3.9523809523809526,0.00198067,-0.021031,0,999,4,AL,Duncan Davitt,701474,sa3020394,sa3020394,NA
CIN,Reds,1,1,0,12,0,1,NA,12,54,11,7,6,1,12,7,NA,1,4.78827,1.49019,8.72234,4.93474,1.7675399999999999,1.05477,0.216739,0.122622,0.09411686658859253,NA,0.242684,0.295083,0.693302,4.49158,51.90000000000001,4.325000000000001,51,4.25,0.00186288,-0.0204226,0,999,18,NL,Josh Staumont,622251,18335,18335,NA
WSN,Nationals,2,3,0,42,0,1,NA,42,182,39,22,21,6,40,19,NA,1,4.43674,1.38555,8.56223,4.07463,2.10135,1.29327,0.219752,0.104577,0.11517537385225296,NA,0.242346,0.28653,0.724934,4.54095,159.6,3.8,156,3.7142857142857144,0.00184449,-0.0260278,0,999,24,NL,Andre Granillo,701552,29542,29542,-7.062016632117638
LAD,Dodgers,1,1,0,26,0,1,NA,26,113,25,14,13,4,25,11,NA,1,4.56293,1.36523,8.67772,3.77898,2.29631,1.21724,0.222503,0.0968959,0.12560749053955078,NA,0.244165,0.29221,0.6965,4.34989,96.19999999999999,3.6999999999999997,96,3.6923076923076925,0.00178473,-0.0301539,0,999,22,NL,Bobby Miller,676272,27483,27483,NA
COL,Rockies,1,1,0,12,0,1,NA,12,53,13,7,7,2,11,4,NA,1,4.95128,1.43034,8.57972,3.30859,2.59316,1.56395,0.216471,0.0834775,0.1329934298992157,NA,0.266356,0.31052,0.706721,4.72953,41.40000000000002,3.4500000000000015,45,3.75,0.00133851,-0.00413018,0,999,19,NL,John Brebbia,605154,12777,12777,NA
PHI,Phillies,1,1,0,24,0,1,NA,24,106,24,13,12,3,21,10,NA,1,4.59215,1.42085,8.06185,3.83797,2.10055,1.24741,0.20269,0.096493399999999993,0.10619612038135529,NA,0.252831,0.295235,0.708572,4.6043,91.30000000000001,3.804166666666667,94,3.9166666666666665,0.0012491,-0.0217315,0,999,26,NL,Lou Trivino,642152,15043,15043,NA
NYM,Mets,0,1,0,12,0,1,NA,12,52,10,6,6,2,13,6,NA,1,4.2372,1.36396,9.94089,4.56585,2.17722,1.12854,0.253381,0.116378,0.137003093957901,NA,0.225475,0.284605,0.719998,4.23593,47.20000000000002,3.933333333333335,43,3.5833333333333335,0.00120523,-0.00670941,0,999,25,NL,Ryan Lambert,822038,sa3025613,sa3025613,NA
BAL,Orioles,1,1,0,11,0,1,NA,11,48,10,6,6,2,11,5,NA,0,4.54605,1.41662,8.80826,4.26004,2.06765,1.25084,0.224286,0.108474,0.11581190675497055,NA,0.244139,0.292896,0.716197,4.48428,41.80000000000001,3.800000000000001,40,3.6363636363636362,6.79974e-4,-0.0224018,0,999,2,AL,Jose Espada,664744,21131,21131,NA
ATH,Athletics,0,0,0,10,0,1,NA,10,43,10,5,5,1,8,4,NA,1,4.2853,1.36977,6.82952,3.16778,2.15593,1.07424,0.174702,0.0810332,0.09366873651742935,NA,0.259114,0.29459,0.710433,4.41603,40.7,4.07,42,4.2,6.01615e-4,0.00120251,0,999,10,AL,Henry Baez,692013,sa3016584,sa3016584,NA
BOS,Red Sox,2,2,0,34,0,1,NA,34,149,34,17,16,4,28,14,NA,2,4.31257,1.41167,7.49684,3.66355,2.04633,1.05037,0.190045,0.0928712,0.09717416763305664,NA,0.255852,0.298271,0.720421,4.35605,126.00000000000003,3.7058823529411775,130,3.823529411764706,5.58228e-4,0.00945051,0,999,3,AL,Tyler Samaniego,701719,sa3017876,sa3017876,NA
NYM,Mets,0,0,0,8,0,1,NA,8,35,7,4,4,1,9,4,NA,1,4.11884,1.35406,9.75801,4.47042,2.18279,1.0055,0.248949,0.114051,0.13489802926778793,NA,0.226983,0.288868,0.72222,4.15325,35.7,4.4625,34,4.25,3.2877e-4,-0.00447238,0,999,25,NL,Nick Burdi,595897,16074,16074,NA
NYY,Yankees,1,1,0,16,0,1,NA,16,70,15,8,8,2,15,6,NA,1,4.4414,1.33225,8.3888,3.4689,2.41829,1.32736,0.214579,0.0887316,0.12584707140922546,NA,0.243976,0.285352,0.712072,4.57729,67.80000000000001,4.237500000000001,67,4.1875,2.93274e-4,-0.011021,0,999,9,AL,Osvaldo Bido,674370,23150,23150,NA
LAD,Dodgers,3,3,0,52,0,8,NA,52,231,46,27,26,6,55,30,NA,3,4.4334,1.46136,9.57397,5.22898,1.83094,1.02257,0.23936,0.13073,0.1086292713880539,NA,0.230867,0.290885,0.716097,4.37754,234.4,4.507692307692308,225,4.326923076923077,1.93974e-4,-0.028389,0,999,22,NL,Will Klein,694361,27787,27787,-7.267970079244314
ATL,Braves,1,1,0,10,0,1,NA,10,45,9,5,5,1,11,6,NA,1,4.11471,1.44502,10.0706,5.21469,1.9312,0.909322,0.251061,0.130003,0.1210586279630661,NA,0.228439,0.297587,0.727616,4.21375,43.300000000000004,4.33,42,4.2,1.50093e-4,8.79916e-4,0,999,16,NL,Jhancarlos Lara,702910,sa3019367,sa3019367,NA
SDP,Padres,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,3.13514,0,NA,0,NA,0,0,NA,999,29,NL,Francis Peña,800212,sa3019374,sa3019374,NA
NA,NA,3,2,0,42,0,0,NA,42,181,36,22,20,6,46,22,NA,2,4.36657,1.37942,9.82133,4.80197,2.04527,1.28078,0.252574,0.123491,0.1290820986032486,NA,0.226582,0.281469,0.728573,4.56487,163.4,3.8904761904761904,152,3.619047619047619,-4.52004e-5,-0.0020293,0,999,-1,NA,Michael Kopech,656629,17282,17282,NA
CLE,Guardians,1,1,0,16,0,1,NA,16,69,15,8,7,2,15,6,NA,1,4.18419,1.32967,8.54117,3.36338,2.53946,1.18702,0.220071,0.0866606,0.13341087847948074,NA,0.246632,0.294821,0.729466,4.26046,67.80000000000001,4.237500000000001,67,4.1875,-6.6967e-5,-0.00997252,0,999,5,AL,Trevor Stephan,663986,19932,19932,NA
TBR,Rays,1,1,0,12,0,1,NA,12,53,10,6,6,1,13,6,NA,1,4.25164,1.38862,9.9204,4.802,2.06589,1.08182,0.250571,0.12129,0.12928153574466705,NA,0.227313,0.289413,0.722832,4.40538,59.500000000000014,4.958333333333335,56,4.666666666666667,-1.26823e-4,-0.00347392,0,999,12,AL,Evan Reifert,682126,sa3014860,sa3014860,NA
TEX,Rangers,1,1,0,10,0,1,NA,10,43,9,5,5,1,9,3,NA,1,4.37197,1.26969,8.50726,3.03839,2.79992,1.29934,0.221818,0.0792229,0.14259517937898636,NA,0.24064,0.282969,0.700551,4.28542,48.300000000000004,4.83,47,4.7,-2.36809e-4,-0.00564913,0,999,13,AL,Jose Corniell,692030,27984,27984,NA
KCR,Royals,2,2,0,42,0,1,NA,42,183,40,22,20,5,37,18,NA,3,4.26663,1.38094,7.92428,3.75437,2.11068,0.994359,0.202061,0.0957328,0.1063285693526268,NA,0.248446,0.295435,0.708501,4.24515,160.3,3.816666666666667,160,3.8095238095238093,-3.08588e-4,-0.0236808,0,999,7,AL,Luinder Avila,679883,24452,24452,NA
TOR,Blue Jays,1,1,0,20,0,1,NA,20,87,19,10,9,3,19,9,NA,1,4.19411,1.37481,8.43714,3.82869,2.20366,1.19086,0.215185,0.0976487,0.11753587424755096,NA,0.243914,0.28948,0.732431,4.37284,73.69999999999999,3.6849999999999996,73,3.65,-8.33444e-4,-0.012298,0,999,14,AL,Angel Bastardo,682785,sa3009716,sa3009716,NA
ATH,Athletics,1,1,0,13,0,1,NA,13,56,13,7,6,2,11,5,NA,1,4.44768,1.36467,7.46938,3.4312,2.1769,1.16838,0.191326,0.0878891,0.10343685746192932,NA,0.251903,0.289925,0.70038,4.46436,45.8,3.523076923076923,47,3.6153846153846154,-0.00123693,-0.0134106,0,999,10,AL,A.J. Causey,822067,sa3028661,sa3028661,NA
STL,Cardinals,1,1,0,12,0,1,NA,12,52,11,6,6,1,12,6,NA,1,4.1479,1.38769,8.83595,4.15503,2.12656,1.05979,0.224845,0.105731,0.11911334097385406,NA,0.240148,0.293219,0.726313,4.23356,54.90000000000001,4.575000000000001,54,4.5,-0.00140206,-0.00436509,0,999,28,NL,Zack Thompson,668868,25918,25918,NA
CHC,Cubs,0,1,0,10,0,1,NA,10,43,10,5,5,1,8,4,NA,1,4.43288,1.3524,7.31434,3.1839,2.29729,1.22128,0.187278,0.0815211,0.1057567447423935,NA,0.253746,0.28888200000000003,0.706767,4.4858,40.7,4.07,42,4.2,-0.00154865,-0.00231564,0,999,17,NL,Collin Snider,676092,23307,23307,NA
CLE,Guardians,1,1,0,14,0,1,NA,14,60,15,7,7,2,11,4,NA,0,4.22737,1.33825,6.96433,2.68935,2.58959,1.3051,0.180291,0.0696214,0.11066974699497223,NA,0.261698,0.29296,0.733942,4.43307,54,3.857142857142857,58,4.142857142857143,-0.00160009,-0.00862438,0,999,5,AL,Kolby Allard,663465,18694,18694,NA
BOS,Red Sox,1,1,0,12,0,1,NA,12,52,13,6,6,2,9,4,NA,0,4.43634,1.38616,6.67016,2.99536,2.22683,1.14028,0.170754,0.0766803,0.09407350420951843,NA,0.265123,0.298416,0.704339,4.40185,40.40000000000002,3.3666666666666685,44,3.6666666666666665,-0.00174662,0.00324775,0,999,3,AL,Jake Bennett,687562,sa3020737,sa3020737,NA
PHI,Phillies,0,0,0,8,0,1,NA,8,35,8,4,4,1,6,3,NA,0,4.51051,1.39295,7.30968,3.33214,2.19369,1.20971,0.186935,0.0852147,0.10172011703252792,NA,0.259817,0.297121,0.708842,4.4835,33.10000000000001,4.137500000000001,34,4.25,-0.00187079,0.00258741,0,999,26,NL,Tucker Davidson,656353,19871,19871,NA
DET,Tigers,1,1,0,13,0,1,NA,13,56,14,7,6,2,9,4,NA,0,4.42407,1.38135,6.0239,2.83031,2.12836,1.05679,0.154752,0.0727098,0.08204267919063568,NA,0.267993,0.29724,0.693979,4.35546,45.199999999999996,3.4769230769230766,49,3.769230769230769,-0.00206217,-0.020981,0,999,6,AL,Scott Effross,664123,18384,18384,NA
NYY,Yankees,1,1,0,18,0,1,NA,18,79,17,10,9,2,17,8,NA,1,4.43721,1.38919,8.41752,4.21071,1.99907,1.11943,0.213532,0.106816,0.10671640187501907,NA,0.238128,0.283673,0.702816,4.4145200000000004,75.40000000000002,4.18888888888889,75,4.166666666666667,-0.00229192,-0.0439225,0,999,9,AL,Kervin Castro,665645,21656,21656,NA
CHW,White Sox,1,1,0,15,0,1,NA,15,65,15,8,7,2,12,5,NA,0,4.4624,1.3585,7.49535,3.0661,2.44459,1.35705,0.192686,0.0788214,0.11386445164680481,NA,0.257546,0.292089,0.717463,4.54006,60.400000000000006,4.026666666666667,62,4.133333333333334,-0.00248838,-0.0194089,0,999,4,AL,David Sandlin,689818,sa3020606,sa3020606,NA
CHW,White Sox,0,0,0,8,0,1,NA,8,34,8,4,4,1,6,2,NA,0,4.51476,1.33046,7.28179,2.5686,2.83492,1.472,0.188111,0.0663547,0.1217559352517128,NA,0.263121,0.293919,0.722048,4.6312,36.10000000000001,4.512500000000001,37,4.625,-0.00332291,-0.00171914,0,999,4,AL,Austin Voth,608723,15047,15047,NA
STL,Cardinals,2,2,0,40,0,1,NA,40,177,40,21,19,4,32,18,NA,2,4.29114,1.45054,7.18377,4.07146,1.76442,0.891887,0.180405,0.102246,0.07815879583358765,NA,0.254173,0.29674,0.707767,4.31926,150.8,3.7700000000000005,156,3.9,-0.00345491,-0.0459848,0,999,28,NL,Chris Roycroft,688297,31261,31261,-7.692265183903549
MIL,Brewers,1,1,0,14,0,1,NA,14,62,13,7,7,2,13,7,NA,1,4.24521,1.41684,8.39041,4.35715,1.92567,1.03863,0.211456,0.109809,0.10164686292409897,NA,0.241402,0.290231,0.721048,4.40601,51.20000000000003,3.6571428571428592,50,3.5714285714285716,-0.00426121,-0.00144535,0,999,23,NL,Tate Kuehner,804249,sa3023099,sa3023099,NA
NYY,Yankees,0,0,0,8,0,1,NA,8,35,8,4,4,1,7,3,NA,0,4.51646,1.33024,8.11142,3.38695,2.39491,1.27314,0.208422,0.0870272,0.12139491736888885,NA,0.244845,0.284746,0.696665,4.45632,35.10000000000001,4.387500000000001,36,4.5,-0.00453334,-0.00542545,0,999,9,AL,Dom Hamel,687589,30153,30153,NA
WSN,Nationals,1,1,0,11,0,1,NA,11,48,10,6,5,1,11,5,NA,1,4.47035,1.38669,8.69754,4.06596,2.13911,1.19478,0.220615,0.103134,0.11748089641332626,NA,0.241795,0.289859,0.710861,4.46979,51.10000000000001,4.645454545454546,50,4.545454545454546,-0.0045374,-0.0142628,0,999,24,NL,Ken Waldichuk,686610,27681,27681,NA
COL,Rockies,1,1,0,14,0,1,NA,14,62,15,8,7,2,13,6,NA,0,4.7597,1.44972,8.24332,3.68634,2.23618,1.41358,0.207932,0.0929855,0.11494681239128113,NA,0.262458,0.305554,0.718875,4.67075,52.00000000000003,3.714285714285716,56,4,-0.00487112,-3.8484e-4,0,999,19,NL,Jeff Criswell,676105,27608,27608,NA
BAL,Orioles,1,1,0,15,0,1,NA,15,65,14,8,7,2,15,6,NA,1,4.44972,1.33914,8.8988,3.74948,2.37335,1.22865,0.228877,0.0964366,0.13244079798460007,NA,0.240811,0.290508,0.703466,4.3996,63.00000000000001,4.2,62,4.133333333333334,-0.00498492,-0.0248885,0,999,2,AL,Tyson Neighbors,695695,sa3025569,sa3025569,NA
SFG,Giants,1,1,0,20,0,1,NA,20,86,20,10,9,2,17,7,NA,1,3.98224,1.33873,7.54374,3.11717,2.42006,0.956737,0.193933,0.0801356,0.113797627389431,NA,0.253301,0.298012,0.720055,4.05359,85.4,4.2700000000000005,88,4.4,-0.0050115,-0.0118237,0,999,30,NL,Carson Seymour,693313,30084,30084,NA
SEA,Mariners,4,4,0,54,0,7,NA,54,232,50,26,25,7,52,21,NA,3,4.09773,1.32016,8.61447,3.53764,2.43509,1.12381,0.222511,0.091377,0.13113420456647873,NA,0.24009,0.288633,0.724734,4.16478,243.5,4.5092592592592595,239,4.425925925925926,-0.00517954,-0.0535862,0,999,11,AL,Casey Legumina,668984,25921,25921,NA
DET,Tigers,1,2,0,28,0,1,NA,28,122,27,15,13,3,24,11,NA,1,4.33342,1.38479,7.73184,3.63955,2.12439,1.09,0.197423,0.0929315,0.10449143499135971,NA,0.250801,0.293387,0.712815,4.31888,116.10000000000001,4.146428571428571,117,4.178571428571429,-0.00519676,-0.0430492,0,999,6,AL,Dylan Smith,681916,30145,30145,NA
DET,Tigers,0,0,0,6,0,1,NA,6,26,6,3,3,1,5,3,NA,0,4.51038,1.40038,8.1774,3.75805,2.17597,1.35685,0.208686,0.0959049,0.11278102546930313,NA,0.250742,0.290902,0.725087,4.58066,21.500000000000007,3.5833333333333344,22,3.6666666666666665,-0.00540965,-0.00254738,0,999,6,AL,Matt Seelinger,676910,sa3004483,sa3004483,NA
CIN,Reds,1,1,0,18,0,1,NA,18,79,17,10,9,2,16,8,NA,1,4.58335,1.43878,7.96974,4.22284,1.88729,1.1183,0.201408,0.106718,0.09469018131494522,NA,0.249979,0.294656,0.703018,4.53356,73.40000000000002,4.077777777777779,73,4.055555555555555,-0.00547815,-0.0161652,0,999,18,NL,Lyon Richardson,680689,24581,24581,NA
MIA,Marlins,1,1,0,14,0,1,NA,14,62,14,7,7,2,12,7,NA,1,4.35832,1.44755,7.67005,4.19063,1.83029,0.994653,0.192258,0.105043,0.0872153490781784,NA,0.250893,0.295295,0.713929,4.42448,46.6,3.3285714285714287,48,3.4285714285714284,-0.00563869,0.00283819,0,999,20,NL,Dax Fulton,690978,sa3014535,sa3014535,NA
HOU,Astros,1,1,0,12,0,1,NA,12,52,12,6,6,2,11,5,NA,0,4.27156,1.37307,8.0302,3.50849,2.28879,1.21815,0.205878,0.0899508,0.11592759191989899,NA,0.251222,0.29377,0.72799,4.37023,44.000000000000014,3.666666666666668,45,3.75,-0.0059292600000000004,-0.0051003,0,999,21,AL,J.P. France,641585,21212,21212,NA
WSN,Nationals,1,1,0,12,0,1,NA,12,53,12,7,6,2,10,5,NA,1,4.6128,1.39233,7.20286,3.44999,2.08779,1.21996,0.182716,0.0875163,0.09519956260919571,NA,0.256399,0.291208,0.696494,4.63128,39.000000000000014,3.2500000000000013,40,3.3333333333333335,-0.00616282,-0.0293014,0,999,24,NL,Jake Eder,671109,27590,27590,NA
DET,Tigers,2,3,0,50,0,4,NA,50,217,48,27,25,7,43,21,NA,1,4.55197,1.39173,7.80482,3.85282,2.02574,1.22869,0.200226,0.0988409,0.10138528048992157,NA,0.248526,0.287824,0.702026,4.53655,195.09999999999997,3.9019999999999992,195,3.9,-0.00629956,-0.100015,0,999,6,AL,Beau Brieske,689225,26079,26079,NA
PIT,Pirates,1,1,0,16,0,1,NA,16,69,16,9,8,2,13,5,NA,0,4.42627,1.34388,7.36903,2.85355,2.5824,1.24514,0.190839,0.0738996,0.11693909019231796,NA,0.2604,0.297535,0.705615,4.33777,67.20000000000002,4.200000000000001,69,4.3125,-0.00658815,-0.02484,0,999,27,NL,Chris Devenski,606965,12763,12763,NA
HOU,Astros,1,1,0,13,0,1,NA,13,57,12,7,7,2,12,6,NA,1,4.53572,1.38628,8.10553,4.19108,1.93399,1.18441,0.2062,0.106619,0.0995812937617302,NA,0.240769,0.282657,0.701603,4.67696,47.39999999999999,3.6461538461538456,46,3.5384615384615383,-0.00665971,-0.0209847,0,999,21,AL,Tom Cosgrove,676680,23443,23443,NA
NYM,Mets,1,1,0,14,0,1,NA,14,60,13,7,7,2,13,5,NA,1,4.3336,1.30407,8.43678,3.15986,2.66999,1.28632,0.217793,0.0815708,0.13622236251831055,NA,0.243815,0.286414,0.70904,4.30509,57.20000000000003,4.085714285714288,56,4,-0.00673376,-0.00785629,0,999,25,NL,Joey Gerber,680702,24591,24591,NA
WSN,Nationals,1,1,0,32,0,1,NA,32,142,30,17,15,3,28,17,NA,2,4.26798,1.48029,7.80503,4.76261,1.63881,0.803979,0.195545,0.119321,0.07622405886650085,NA,0.247033,0.297825,0.711511,4.31634,124.9,3.903125,124,3.875,-0.00676768,-0.0270608,0,999,24,NL,Cionel Pérez,672335,19614,19614,NA
BAL,Orioles,0,0,0,8,0,1,NA,8,36,8,4,4,1,7,4,NA,1,4.70797,1.46244,8.33106,4.28081,1.94614,1.24954,0.207099,0.106415,0.10068392753601074,NA,0.25104,0.295836,0.710624,4.70536,29.100000000000005,3.6375000000000006,30,3.75,-0.00681419,-0.00492219,0,999,2,AL,Jackson Kowar,663804,21549,21549,NA
NYM,Mets,2,2,0,34,0,1,NA,34,147,28,17,16,4,40,18,NA,2,4.15672,1.35264,10.4698,4.64834,2.25238,1.1665,0.269169,0.119504,0.14966492354869843,NA,0.223185,0.287969,0.728297,4.21968,153.60000000000002,4.51764705882353,142,4.176470588235294,-0.0068228,-0.019483,0,999,25,NL,Craig Kimbrel,518886,6655,6655,NA
WSN,Nationals,0,0,0,6,0,1,NA,6,26,6,3,3,1,4,2,NA,0,4.62205,1.36347,6.73502,2.76787,2.43329,1.31084,0.172605,0.0709349,0.10167019814252853,NA,0.265345,0.295021,0.696596,4.60014,22.500000000000007,3.7500000000000013,23,3.8333333333333335,-0.00706298,5.11108e-4,0,999,24,NL,Shinnosuke Ogasawara,829272,35324,35324,NA
CHW,White Sox,1,1,0,20,0,1,NA,20,85,21,11,10,3,14,5,NA,0,4.49601,1.30875,6.253,2.13268,2.93199,1.43985,0.163248,0.0556782,0.1075698658823967,NA,0.268046,0.290037,0.707185,4.59771,73.5,3.675,78,3.9,-0.00711096,-0.0361074,0,999,4,AL,Shane Murphy,690294,sa3020389,sa3020389,NA
DET,Tigers,0,0,0,8,0,1,NA,8,35,8,4,4,1,7,3,NA,1,4.52017,1.3677,7.52487,3.48223,2.16094,1.19307,0.190795,0.0882927,0.1025022640824318,NA,0.250472,0.287817,0.698742,4.58554,32.10000000000001,4.012500000000001,33,4.125,-0.00732188,-0.00337342,0,999,6,AL,Andrew Sears,808825,sa3023133,sa3023133,NA
MIN,Twins,2,1,0,33,0,0,NA,33,142,32,17,16,4,30,12,NA,3,4.40161,1.32576,8.13416,3.13715,2.59285,1.21229,0.209836,0.0809285,0.12890726327896118,NA,0.252412,0.297394,0.703709,4.38593,126.80000000000005,3.842424242424244,128,3.878787878787879,-0.00741673,0.0304955,0,999,8,AL,Michael Tonkin,543859,10315,10315,NA
MIN,Twins,1,1,0,16,0,1,NA,16,71,16,9,8,2,14,7,NA,1,4.50956,1.43328,7.81976,4.01475,1.94776,1.07697,0.196653,0.100964,0.09568919241428375,NA,0.2524,0.296825,0.704506,4.47408,60.20000000000001,3.7625000000000006,62,3.875,-0.0075075,-0.0347312,0,999,8,AL,Marco Raya,694397,sa3014550,sa3014550,NA
CHC,Cubs,1,1,0,28,0,1,NA,28,119,27,14,13,4,24,9,NA,1,4.23898,1.27772,7.64335,2.86415,2.66863,1.2365,0.200543,0.0751482,0.1253942996263504,NA,0.247781,0.28489,0.70643,4.31022,109.8,3.9214285714285713,110,3.9285714285714284,-0.00751948,-0.00633577,0,999,17,NL,Trent Thornton,663423,17948,17948,NA
TEX,Rangers,1,1,0,14,0,1,NA,14,62,13,8,7,2,14,8,NA,1,4.52765,1.45094,8.8029,4.87566,1.80548,1.0797,0.220151,0.121935,0.09821588546037674,NA,0.236607,0.287559,0.704296,4.53905,50.20000000000003,3.585714285714288,49,3.5,-0.0075367,-0.0390782,0,999,13,AL,Emiliano Teodo,693713,sa3015158,sa3015158,NA
ARI,Diamondbacks,1,1,0,12,0,1,NA,12,52,12,6,6,1,10,4,NA,1,4.31137,1.37713,7.37719,3.35549,2.19854,1.08606,0.188273,0.0856353,0.10263741761445999,NA,0.255228,0.295078,0.713161,4.32101,54.30000000000001,4.525000000000001,56,4.666666666666667,-0.00764361,0.00175497,0,999,15,NL,Joe Ross,605452,12972,12972,NA
DET,Tigers,0,1,0,11,0,1,NA,11,49,10,6,5,1,11,6,NA,1,4.40656,1.44356,8.69057,4.61931,1.88136,1.09542,0.218608,0.116197,0.10241103172302246,NA,0.241401,0.292286,0.718391,4.47624,48.10000000000001,4.372727272727274,47,4.2727272727272725,-0.00820712,-0.0200825,0,999,6,AL,Konnor Pilkington,663455,21453,21453,NA
STL,Cardinals,1,1,0,18,0,1,NA,18,78,18,9,8,2,15,6,NA,1,4.22136,1.3238,7.61863,3.05508,2.49375,1.1832,0.196309,0.0787204,0.1175888404250145,NA,0.251385,0.290322,0.717341,4.34057,74.80000000000003,4.155555555555557,77,4.277777777777778,-0.00877004,-0.00652396,0,999,28,NL,Brycen Mautz,802408,sa3020710,sa3020710,NA
SEA,Mariners,0,1,0,10,0,1,NA,10,43,10,5,5,1,8,4,NA,1,4.08318,1.36064,6.76996,3.16253,2.14068,0.992989,0.173349,0.0809784,0.09237072616815567,NA,0.256549,0.292675,0.718062,4.28118,40.7,4.07,42,4.2,-0.00974256,-0.0156106,0,999,11,AL,Randy Dobnak,677976,23798,23798,NA
TBR,Rays,2,3,0,52,0,7,NA,52,227,48,26,24,7,53,24,NA,2,4.21939,1.38347,9.11381,4.17155,2.18475,1.23875,0.231879,0.106135,0.12574410438537598,NA,0.237691,0.287605,0.742317,4.38924,229.90000000000003,4.421153846153847,225,4.326923076923077,-0.00974368,-0.0154955,0,999,12,AL,Hunter Bigge,685801,26259,26259,NA
