Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Bryan Reynolds","PIT",149,644,567,151,94,29,5,23,86,83,61,4,137,9,4,2,,9,3,0.266349,0.0950733,0.213315,0.445694,0.344957,0.45522,0.343763,0.800176,0.18887,5.05761,0.311717,0.162014,-0.707641,92.0466,13.579,114.192,-0.545626,0.999251,10.777247786521912,-5.500749230384827,2.71336,93.19000244140625,,,,"19326"
"Ke'Bryan Hayes","PIT",141,609,556,145,94,32,5,15,73,70,46,1,123,3,3,1,,15,5,0.260356,0.0749432,0.202268,0.370514,0.318058,0.413778,0.316654,0.731836,0.153422,5.58193,0.308587,-0.0237437,-0.369141,73.3329,-0.870188,96.0188,-0.392884,7.5746,-3.396559476852417,9.549600839614868,2.68189,160.0500030517578,,,,"18577"
"Trevor Story","BOS",146,630,566,136,78,34,2,22,79,80,51,2,179,8,5,1,,23,6,0.239894,0.081396,0.283695,0.286914,0.309244,0.424202,0.315364,0.733445,0.184308,5.82514,0.307578,0.794361,1.07127,75.1865,-1.57536,93.4481,1.86564,2.40744,-3.080181121826172,8.407439470291138,2.66565,176.2899932861328,,,,"12564"
"Jazz Chisholm Jr.","MIA",138,595,538,133,80,23,4,26,80,83,47,0,166,5,4,2,,28,9,0.247479,0.0790133,0.279381,0.282815,0.311378,0.452271,0.327239,0.763648,0.204792,6.48762,0.305672,0.524117,0.694147,76.8776,4.38036,104.059,1.21826,0.60338,4.21039879322052,2.1283795833587646,2.65287,73.19000244140625,,,,"20454"
"James Outman","LAD",122,525,455,108,65,19,3,20,70,69,56,1,166,9,4,1,,10,3,0.237034,0.106768,0.316428,0.337417,0.330415,0.427596,0.329411,0.75801,0.190562,5.52327,0.321603,0.512907,-0.298932,68.7801,4.81193,108.344,0.213975,1.264,5.640702709555626,2.939000129699707,2.63859,194.30999755859375,,,,"24770"
"Jeff McNeil","NYM",141,609,550,156,112,31,2,10,71,63,40,1,67,14,4,2,,6,2,0.284384,0.0653739,0.110603,0.591071,0.345455,0.40672,0.329373,0.752175,0.122336,4.02833,0.306632,-0.622496,-0.778302,79.766,5.56292,110.498,-1.4008,-0.915021,6.519312500953674,-0.9900206625461578,2.61969,309.6600036621094,,,,"15362"
"Christian Walker","ARI",154,665,586,149,87,33,2,27,84,95,66,2,138,8,5,0,,7,2,0.254387,0.0990201,0.207152,0.478007,0.334868,0.456874,0.339864,0.791742,0.202487,3.98269,0.285861,0.271008,-0.593408,92.8945,11.8681,112.746,-0.3224,4.75349,10.178394138813019,-7.171512126922607,2.55836,97.58000183105469,,,,"13419"
"Jeremy Peña","HOU",147,637,583,149,102,28,2,18,77,74,39,0,134,8,5,3,,13,5,0.256485,0.0614569,0.210803,0.291537,0.30972,0.404147,0.309632,0.713867,0.147662,4.70518,0.302377,0.41158,-0.752423,72.9894,-4.62532,96.5127,-0.340843,0.13671,-3.0025209188461304,6.961710155010223,2.55295,212.9199981689453,,,,"21636"
"Adolis García","TEX",144,623,563,138,77,28,2,31,85,97,48,0,178,7,5,0,,12,4,0.244302,0.0772634,0.285623,0.270508,0.30905,0.466128,0.330692,0.775178,0.221826,4.89697,0.296609,0.428926,-0.162362,82.2819,6.37293,107.84,0.266564,5.63631,6.118768811225891,-1.73868989944458,2.54749,46.560001373291016,,,,"19287"
"Edouard Julien","MIN",120,518,431,104,66,22,1,14,68,54,76,1,155,5,3,3,,7,2,0.240374,0.147257,0.299265,0.492062,0.358265,0.396995,0.334783,0.755261,0.156621,4.1861,0.337233,0.0649314,-0.613311,70.1741,7.05884,114.385,-0.54838,-0.384365,8.380138576030731,-0.5843648016452789,2.53235,219.83999633789062,,,,"27534"
"CJ Abrams","WSN",141,609,558,143,93,29,4,16,81,65,31,1,110,12,4,4,,37,8,0.256183,0.0502328,0.180082,0.278944,0.307517,0.41248,0.310893,0.719996,0.156297,7.21496,0.29045,0.642647,3.14015,70.4192,-3.78392,93.1653,3.7828,-0.552993,-1.3736741542816162,5.972007095813751,2.52686,40.650001525878906,,,,"25768"
"Bryson Stott","PHI",134,581,527,138,95,28,2,13,69,66,44,1,104,4,5,2,,20,5,0.2624,0.0751052,0.178255,0.421335,0.320672,0.397628,0.312559,0.7183,0.135229,5.31455,0.301547,0.573988,0.880662,67.9852,-2.80629,94.1402,1.45465,6.22435,-2.7630563974380493,8.29935097694397,2.5253,109.19000244140625,,,,"26294"
"Josh Lowe","TBR",125,539,487,126,76,30,3,17,67,72,45,2,148,3,4,1,,24,4,0.25897,0.0836089,0.273808,0.305356,0.322756,0.43853,0.326676,0.761286,0.17956,6.2474,0.333912,0.224291,2.04248,69.3899,3.71589,112.05,2.26677,2.45361,10.048892259597778,-3.121389389038086,2.51692,82.31999969482422,,,,"19953"
"Evan Carter","TEX",133,574,493,126,83,24,4,15,76,67,69,2,147,8,3,2,,16,6,0.255226,0.119807,0.255706,0.468536,0.353581,0.411074,0.335351,0.764655,0.155848,5.6227,0.33203,-0.12443,-0.703209,78.0312,8.0926,111.069,-0.827639,3.40302,6.785191893577576,-1.1469783782958984,2.50693,132.52000427246094,,,,"27790"
"Cody Bellinger","CHC",144,623,560,147,94,28,2,23,85,85,51,3,118,4,7,1,,17,5,0.263334,0.0811411,0.189199,0.428867,0.325372,0.446695,0.329856,0.772067,0.183361,5.12064,0.291291,0.473292,0.0297883,81.8494,5.94051,107.228,0.503081,1.38401,6.081529915332794,-2.1909924745559692,2.50383,62.31999969482422,,,,"15998"
"Josh Jung","TEX",146,630,580,147,89,30,2,27,78,90,38,0,176,7,4,1,,3,2,0.253591,0.0606341,0.279134,0.217222,0.305629,0.448476,0.323135,0.754104,0.194884,3.27803,0.316129,-0.929456,-1.44865,79.2523,2.49044,102.602,-2.3781,2.45968,-0.41423499584198,4.109683156013489,2.50293,132.5,,,,"26299"
"Max Kepler","MIN",133,574,505,123,71,27,2,23,74,75,58,1,116,6,5,1,,4,1,0.243616,0.100698,0.20227,0.49784,0.325991,0.444231,0.33187,0.770222,0.200615,4.01764,0.269448,-0.149052,-0.768638,76.3717,6.43318,112.366,-0.91769,3.83511,7.587298512458801,-2.2148849964141846,2.48043,280.2900085449219,,,,"12144"
"Tyler O'Neill","BOS",128,553,489,126,75,26,1,24,74,80,52,0,149,7,4,1,,12,4,0.257812,0.0946815,0.269815,0.350913,0.33576,0.463356,0.343907,0.799116,0.205544,4.80058,0.3195,0.379971,-0.0962457,79.1061,11.7262,113.232,0.283725,1.92283,9.051441252231598,-3.3021727800369263,2.44686,216.2899932861328,,,,"15711"
"Luis Arraez","MIA",143,616,559,177,136,30,4,8,78,59,47,6,42,4,4,3,,4,2,0.316717,0.0755754,0.0675605,1.11863,0.370599,0.425502,0.344361,0.796101,0.108785,3.75684,0.329232,0.404681,-1.43924,88.3502,13.2942,115.537,-1.03456,-2.58248,10.822436094284058,-7.5324811935424805,2.42017,162,,,,"18568"
"Anthony Santander","BAL",149,644,580,148,84,33,1,29,82,93,51,1,140,8,4,1,,3,1,0.254453,0.079365,0.217371,0.365114,0.321076,0.466653,0.336906,0.787729,0.2122,3.15167,0.284919,0.0882571,-1.0166,88.3792,9.91153,116.864,-0.92834,-1.66116,12.084499835968018,-9.711160659790039,2.41853,144.3699951171875,,,,"14551"
"Chas McCormick","HOU",123,532,467,117,77,18,2,21,68,73,49,0,141,8,6,2,,14,5,0.251203,0.0921782,0.26481,0.348091,0.329539,0.42967,0.329301,0.759209,0.178467,4.837,0.310357,-0.332517,-0.3978,69.6488,4.82767,110.146,-0.730317,4.29,5.737324059009552,0.3900001049041748,2.41341,169.30999755859375,,,,"19599"
"Jorge Polanco","SEA",139,602,533,130,82,25,1,23,74,75,59,0,140,4,5,1,,7,3,0.243991,0.0972432,0.232256,0.41869,0.321093,0.421122,0.322052,0.742215,0.177131,3.70524,0.286364,0.394868,-0.841686,75.1888,1.8386,108.55,-0.446818,-4.15242,5.72047147154808,-2.0024213790893555,2.41032,249.3699951171875,,,,"13152"
"Willson Contreras","STL",123,493,426,105,62,23,0,20,62,66,47,0,114,15,3,1,,5,3,0.246546,0.096167,0.230648,0.416942,0.340898,0.440256,0.340018,0.781154,0.193711,3.23493,0.288513,-0.611893,-1.21158,68.9308,8.86165,115.413,-1.82347,-1.21457,7.589933633804321,4.985430717468262,2.40588,135.35000610351562,,,,"11609"
"Christian Yelich","MIL",151,651,556,143,92,29,2,20,93,75,86,6,151,5,3,1,,21,4,0.256686,0.131402,0.231856,0.566737,0.358725,0.423076,0.339903,0.781801,0.16639,5.32255,0.316091,1.07795,0.966855,90.9601,11.6395,112.772,2.04481,-1.44465,12.345030784606934,-10.419650673866272,2.40296,81.8499984741211,,,,"11477"
"Nolan Gorman","STL",123,532,473,115,66,20,0,29,74,82,52,1,162,4,3,1,,6,2,0.242832,0.0979611,0.304059,0.322178,0.320969,0.468159,0.33755,0.789129,0.225327,3.58959,0.301815,0.0237252,-0.553995,73.2931,8.47202,113.758,-0.53027,-2.92287,8.537149310112,-2.8228749781847,2.37663,190.72999572753906,,,,"22263"
"Taylor Ward","LAA",134,581,508,134,83,28,1,21,79,73,59,0,123,8,5,1,,6,3,0.263531,0.10157,0.212016,0.479068,0.346506,0.449979,0.344939,0.796485,0.186448,3.70574,0.305706,0.130672,-1.11851,83.6093,12.8179,118.212,-0.987835,-0.924919,11.690851330757141,-7.599918365478516,2.37636,229.64999389648438,,,,"17548"
"Seiya Suzuki","CHC",136,588,515,138,84,27,4,23,76,77,63,3,133,4,5,1,,8,5,0.268324,0.10687,0.225476,0.473977,0.349045,0.46872,0.349785,0.817765,0.200395,4.44421,0.316011,-0.342067,-1.94027,86.9831,15.3387,120.588,-2.28234,-0.613602,12.714646816253662,-8.913602471351624,2.37604,111.88999938964844,,,,"30116"
"Yoán Moncada","CHW",143,616,549,138,89,30,1,18,71,68,56,1,169,6,4,2,,3,1,0.250972,0.0909734,0.274311,0.331643,0.324767,0.408794,0.319364,0.73356,0.157822,2.97837,0.32763,0.206207,-1.12068,75.562,0.505995,101.404,-0.914469,1.05284,0.12197798490524292,2.7028427124023438,2.36868,368.5299987792969,,,,"17232"
"Wyatt Langford","TEX",136,588,523,138,77,34,4,24,79,89,55,0,128,6,4,0,,15,6,0.264559,0.0933778,0.217119,0.430077,0.339329,0.478545,0.350456,0.817874,0.213986,5.32182,0.305734,-0.0358761,-0.464946,87.3108,15.6664,121.539,-0.500823,0.632266,14.67410135269165,-10.967733204364777,2.36173,153.88999938964844,,,,"sa3022654"
"Vinnie Pasquantino","KCR",136,588,516,143,84,34,2,23,73,81,61,4,78,6,5,1,,2,1,0.277523,0.103527,0.132119,0.783589,0.357631,0.48417,0.359465,0.841801,0.206648,2.77938,0.286317,-0.788602,-1.25925,91.7104,20.066,126.017,-2.04785,-0.8289,16.282509803771973,-12.578899800777435,2.36145,185.52999877929688,,,,"27676"
"Anthony Rendon","LAA",130,560,479,124,80,28,1,16,67,69,67,1,96,9,6,0,,3,2,0.259578,0.118836,0.171824,0.691616,0.356617,0.418357,0.339233,0.774975,0.158779,2.62437,0.291881,0.0476151,-1.42514,77.9335,9.70073,114.257,-1.37753,-3.82351,8.189058542251587,-3.6235111951828003,2.35254,422.32000732421875,,,,"12861"
"DJ LeMahieu","NYY",136,588,517,133,96,21,2,13,72,56,61,1,109,4,4,2,,4,2,0.256556,0.103773,0.185915,0.558174,0.337541,0.381947,0.317352,0.719487,0.125391,3.56087,0.300203,-0.927741,-1.26663,71.145,-0.49939,103.073,-2.19437,4.67089,-0.029642343521118164,3.2708851099014282,2.31535,342.2300109863281,,,,"9874"
"Zack Gelof","OAK",141,609,546,129,79,29,2,19,75,69,53,1,176,4,3,2,,21,6,0.236861,0.0878238,0.288822,0.304076,0.308236,0.401938,0.308555,0.710174,0.165077,5.41597,0.311666,0.50638,0.68871,69.2367,-4.96644,99.5522,1.19509,0.430389,0.8683397471904755,1.605388730764389,2.30996,136.4499969482422,,,,"29766"
"Jake Burger","MIA",141,609,555,139,78,29,2,29,74,85,38,0,163,10,5,1,,2,1,0.250996,0.0625006,0.26689,0.234181,0.308675,0.470996,0.332127,0.779671,0.22,3.19504,0.299063,-0.0731772,-1.09213,81.1587,6.95561,107.336,-1.1653,-2.40686,4.369407415390015,-2.2318551540374756,2.28148,149.52999877929688,,,,"22275"
"TJ Friedl","CIN",134,581,508,131,86,22,7,16,77,67,52,1,100,11,4,5,,20,6,0.257651,0.089777,0.172844,0.51941,0.337313,0.42374,0.330703,0.761053,0.166089,6.70163,0.289432,0.795671,0.289438,76.7403,5.94881,101.722,1.08511,-1.4359,2.324298858642578,0.6391000747680664,2.26873,158.8699951171875,,,,"19522"
"Kyle Schwarber","PHI",154,665,552,122,60,21,1,40,99,94,101,4,193,6,3,3,,4,1,0.221247,0.151863,0.290337,0.523059,0.346537,0.480891,0.35407,0.827427,0.259643,3.53483,0.255574,-0.858949,-1.12421,100.74,19.7141,121.969,-1.98316,-1.32634,16.115445017814636,-16.15134561061859,2.25494,93.80999755859375,,,,"16478"
"Lars Nootbaar","STL",117,504,426,106,64,23,2,18,73,59,68,2,102,3,5,2,,8,2,0.249383,0.13411,0.203078,0.660387,0.351647,0.439296,0.342542,0.790943,0.189913,4.87572,0.283157,0.280517,-0.24174,71.5254,10.1159,117.105,0.0387772,-0.151147,10.71875274181366,-5.35114686191082,2.24696,214.97000122070312,,,,"21454"
"Leody Taveras","TEX",123,532,483,125,82,26,3,14,64,63,41,0,115,2,4,3,,15,5,0.259872,0.0763046,0.216136,0.353039,0.317613,0.414803,0.31703,0.732416,0.154931,5.53068,0.311483,0.440658,-0.0217872,64.2268,-0.594321,98.3701,0.418871,3.02391,-0.6201104521751404,4.9239054918289185,2.23157,270.9800109863281,,,,"18900"
"Bo Naylor","CLE",97,386,332,76,44,16,2,14,47,47,48,2,94,4,2,1,,6,2,0.228002,0.123802,0.244484,0.506378,0.329565,0.410072,0.32238,0.739637,0.18207,4.44834,0.274776,0.193341,-0.391117,48.366,1.28546,106.603,-0.197776,-1.33118,2.8595390766859055,4.968820929527283,2.2269,163.14999389648438,,,,"21865"
"Jordan Westburg","BAL",104,448,402,101,63,22,2,14,58,56,36,0,109,6,3,2,,7,2,0.252584,0.0801115,0.244159,0.328112,0.320636,0.422849,0.322279,0.743486,0.170265,5.1002,0.311638,0.0686365,-0.305358,56.0388,1.45256,106.725,-0.236722,2.1065,3.3732743710279465,3.7065001726150513,2.2238,315.8999938964844,,,,"27815"
"Max Muncy","LAD",125,539,449,99,53,18,1,27,76,77,78,3,137,7,4,1,,2,1,0.220208,0.14523,0.254634,0.570349,0.341616,0.442948,0.339488,0.784563,0.22274,2.84313,0.250052,0.141472,-1.13459,75.1252,9.45117,115.099,-0.993113,-6.42116,9.089253664016724,-5.19616162776947,2.2188,185.05999755859375,,,,"13301"
"Danny Jansen","TOR",87,350,308,74,40,16,0,17,45,51,31,1,71,7,3,1,,1,1,0.23927,0.0896546,0.201906,0.44404,0.320156,0.459395,0.333821,0.779552,0.220126,2.03231,0.254167,-0.174531,-0.829228,47.1083,4.48724,113.821,-1.00376,0.019569,4.789247989654541,4.669569134712219,2.18331,264.55999755859375,,,,"16535"
"Thairo Estrada","SFG",139,602,552,144,99,27,2,16,74,67,33,1,120,11,3,2,,20,7,0.260366,0.0548949,0.199072,0.275755,0.313684,0.403267,0.311366,0.716951,0.142901,5.41887,0.304994,0.693052,0.066282,69.8459,-3.50432,97.6186,0.759334,-0.258,-1.0166825652122498,2.192000091075897,2.16175,134.66000366210938,,,,"16426"
"Vaughn Grissom","BOS",118,511,456,130,89,28,3,10,64,59,40,1,82,10,3,2,,9,3,0.284532,0.07925,0.160326,0.494304,0.353019,0.422105,0.338075,0.775124,0.137573,5.10833,0.326861,0.0844017,-0.473,70.6229,8.36052,109.19,-0.388598,-3.1757,5.2381070256233215,-1.1007027626037598,2.14383,244.16000366210938,,,,"26031"
"Harrison Bader","NYM",104,448,408,102,68,19,2,12,54,51,29,1,91,6,4,2,,18,5,0.249524,0.0657707,0.202577,0.32467,0.306543,0.400148,0.306102,0.706691,0.150624,5.94779,0.289801,0.406512,0.851693,50.0199,-4.56625,94.8969,1.25821,6.0425,-1.5740209817886353,7.642500042915344,2.12666,359.82000732421875,,,,"18030"
"Yainer Diaz","HOU",110,441,413,111,69,21,1,20,55,68,19,0,85,4,4,1,,1,1,0.269169,0.0438334,0.193098,0.227001,0.305277,0.470606,0.329895,0.775884,0.201438,2.75751,0.292489,-0.50141,-0.80729,57.9,4.21541,110.557,-1.3087,-0.858575,4.264922261238098,4.991424977779388,2.11437,108.2699966430664,,,,"23003"
"Austin Hays","BAL",134,581,531,139,86,32,2,19,73,72,38,1,133,6,4,1,,5,2,0.261097,0.0658991,0.228455,0.288456,0.316091,0.435291,0.323244,0.751382,0.174194,3.83944,0.312378,-0.170023,-1.00755,73.1409,2.34943,107.394,-1.17758,3.50235,3.9697805643081665,-2.622647285461426,2.10275,316.44000244140625,,,,"19363"
"Alek Thomas","ARI",126,546,498,129,84,26,6,13,67,64,35,1,108,5,4,3,,9,4,0.259406,0.0645573,0.197524,0.326833,0.312665,0.414912,0.313613,0.727578,0.155506,5.88955,0.304423,0.775979,-0.593027,64.3677,-2.1592,95.1481,0.182952,3.44429,-3.0989081263542175,5.394294261932373,2.08325,354.1499938964844,,,,"23792"
"Logan O'Hoppe","LAA",125,496,435,110,68,16,1,25,62,70,48,1,103,8,3,2,,3,2,0.254094,0.0965778,0.207853,0.464645,0.337147,0.469477,0.346518,0.806625,0.215383,2.88928,0.275816,-0.347433,-1.21484,71.9988,11.5884,119.307,-1.56227,-4.88328,9.907393336296082,3.241724967956543,2.08288,152.52000427246094,,,,"24729"
"Spencer Torkelson","DET",152,658,575,140,75,31,1,32,87,93,70,1,154,7,5,1,,3,1,0.242733,0.105667,0.234371,0.450853,0.329029,0.467066,0.340979,0.796096,0.224334,3.15629,0.27336,0.0888871,-0.846044,92.526,12.3525,117.096,-0.757157,-2.32851,12.721807837486267,-14.228511571884155,2.07905,117.29000091552734,,,,"27465"
"Ty France","SEA",146,630,559,149,102,30,1,16,74,71,41,1,107,24,4,2,,1,1,0.267343,0.0646956,0.170543,0.37935,0.341188,0.412625,0.330124,0.753814,0.145283,2.39984,0.302816,-1.19571,-1.38346,82.9094,6.14754,114.145,-2.57917,2.67795,8.098387956619263,-8.722046852111816,2.07224,310.9700012207031,,,,"17982"
"Jack Suwinski","PIT",112,483,409,94,51,19,2,23,62,65,64,2,147,5,4,1,,9,3,0.230371,0.132732,0.303419,0.437456,0.338556,0.453841,0.341311,0.792397,0.22347,4.74316,0.292651,0.287643,-0.486203,68.0512,9.2005,112.548,-0.19856,-4.22465,7.30986624956131,-3.1996493339538574,2.05026,240.2899932861328,,,,"22244"
"Elly De La Cruz","CIN",136,588,533,130,76,25,6,22,84,78,47,3,180,3,3,2,,35,11,0.243566,0.0805728,0.306154,0.263178,0.307567,0.439261,0.319208,0.746828,0.195695,7.87386,0.322722,0.446209,1.43966,72.0514,0.407044,94.0156,1.88587,-2.34297,-2.4734482765197754,2.957031726837158,2.04523,26.190000534057617,,,,"26668"
"Jackson Holliday","BAL",105,455,395,101,71,19,3,8,58,49,53,2,105,3,2,2,,8,4,0.254916,0.116557,0.230926,0.50474,0.345083,0.380861,0.320534,0.725944,0.125945,5.09545,0.326033,-0.0737555,-0.978484,56.2552,0.816096,105.516,-1.05224,-0.0401908,1.9550023078918457,2.83480916172266,2.01916,193.94000244140625,,,,"sa3020241"
"Josh Naylor","CLE",134,581,526,147,91,33,0,23,68,88,44,7,85,5,5,0,,8,3,0.279304,0.0763448,0.146616,0.520711,0.338078,0.473814,0.343667,0.811892,0.19451,3.12999,0.293189,-0.821997,-0.631567,82.9957,12.2042,121.358,-1.45356,0.170118,13.414835929870605,-13.00488243997097,2.0093,124.7699966430664,,,,"18839"
"Jake Cronenworth","SDP",143,616,542,135,84,30,5,15,74,70,56,3,111,12,5,1,,5,2,0.249492,0.0906762,0.180346,0.502789,0.329761,0.408953,0.320818,0.738715,0.159462,4.7285,0.285222,0.753217,-0.754718,76.3059,1.24987,105.423,-0.00150028,3.87541,4.136600822093897,-5.024587869644165,2.00355,350.55999755859375,,,,"18036"
"Nathaniel Lowe","TEX",141,609,540,148,99,26,2,21,73,80,62,2,139,4,3,1,,3,1,0.273896,0.101383,0.227527,0.445589,0.350627,0.446764,0.345127,0.797391,0.172867,3.05216,0.330761,-1.24332,-1.12684,87.7338,13.5307,117.845,-2.37016,-0.507204,10.651516437530518,-11.382203936576843,1.99042,214.3699951171875,,,,"19566"
"Eloy Jiménez","CHW",141,609,556,155,99,27,0,28,72,91,45,2,126,3,4,0,,0,1,0.277813,0.0732906,0.206329,0.355212,0.332993,0.479558,0.346798,0.812551,0.201745,1.3379,0.311053,-0.0563622,-1.38781,88.5789,14.3758,120.419,-1.44417,-0.250408,13.456037521362305,-14.475408524274826,1.96164,234.75999450683594,,,,"17484"
"Tommy Edman","STL",112,483,440,115,78,24,3,11,65,50,32,1,78,5,3,3,,22,4,0.262657,0.066918,0.16218,0.412616,0.318806,0.404716,0.313961,0.723522,0.142059,6.66763,0.296209,0.614164,1.71101,57.0802,-1.77049,97.9445,2.32517,0.383,1.0952439308166504,2.1080000698566437,1.95982,184.97999572753906,,,,"19470"
"Teoscar Hernández","LAD",139,602,553,144,88,26,1,29,76,98,37,1,171,6,4,1,,7,3,0.26056,0.0615303,0.284841,0.216017,0.312268,0.471255,0.333601,0.783523,0.210695,3.85409,0.321783,-0.455063,-0.704334,80.9627,7.61251,111.153,-1.1594,-1.5515,7.158087730407715,-8.101502180099487,1.95048,123.9800033569336,,,,"13066"
"Luis Rengifo","LAA",126,546,495,128,86,21,4,17,64,66,40,0,97,6,4,2,,8,4,0.259315,0.0728099,0.178037,0.408959,0.319576,0.421271,0.320665,0.740847,0.161956,4.86254,0.289623,0.434636,-1.11563,67.5653,1.03839,101.387,-0.680994,-1.6673,0.22659754753112793,0.6326999664306641,1.93553,239.69000244140625,,,,"19858"
"Jose Trevino","NYY",75,294,275,66,45,13,1,7,30,33,13,0,51,2,2,2,,1,1,0.240192,0.0456106,0.171606,0.265787,0.277654,0.371023,0.280828,0.648677,0.130831,3.31412,0.268337,-0.456715,-0.557466,26.6907,-9.18026,77.7567,-1.01418,4.57652,-8.860573172569275,10.32651948928833,1.91053,542.6300048828125,,,,"16725"
"Jose Siri","TBR",123,532,491,109,63,21,3,21,66,72,31,0,182,5,3,2,,19,5,0.222024,0.057614,0.341536,0.168691,0.272419,0.410408,0.292669,0.682827,0.188384,6.62692,0.300639,0.726907,0.954178,53.4635,-11.3576,88.4788,1.68109,4.63457,-5.663092613220215,6.534571528434753,1.88931,287.6499938964844,,,,"17452"
"Jeimer Candelario","CIN",136,588,522,133,76,32,2,23,75,84,54,1,136,8,4,1,,4,1,0.254727,0.0912285,0.231284,0.394444,0.331764,0.45543,0.33862,0.787194,0.200703,3.73414,0.299921,-0.160889,-0.83074,81.5308,9.88645,107.029,-0.991629,-1.33729,4.1284549832344055,-5.387292146682739,1.87148,215.74000549316406,,,,"13621"
"Ryan Jeffers","MIN",91,363,319,74,44,14,1,15,42,46,34,0,101,6,2,2,,2,1,0.233183,0.0945952,0.276913,0.341607,0.316974,0.423895,0.321414,0.740869,0.190712,3.4522,0.290534,-0.351673,-0.747368,45.1707,0.916905,105.119,-1.09904,0.341188,1.1288070678710938,4.9411879777908325,1.86192,252.61000061035156,,,,"24618"
"Alec Bohm","PHI",143,616,560,153,106,30,1,17,72,78,44,1,106,5,6,1,,4,2,0.27409,0.0711134,0.1727,0.411773,0.329552,0.423092,0.325505,0.752644,0.149002,3.13893,0.308239,-0.428812,-1.27552,78.7039,3.64793,102.819,-1.70433,-3.02136,0.44716060161590576,-2.9213637113571167,1.84538,169.97000122070312,,,,"21618"
"Sal Frelick","MIL",133,574,514,139,99,26,4,9,67,63,48,1,82,7,3,2,,13,5,0.269401,0.0843798,0.142838,0.590736,0.338168,0.389584,0.319331,0.727752,0.120183,5.11035,0.303551,0.474616,-0.729295,70.3945,0.455895,98.9805,-0.254678,3.65568,-0.9796604216098785,-0.09432291984558105,1.84236,278.3500061035156,,,,"29622"
"Mark Canha","DET",123,532,453,119,79,24,2,13,64,56,54,1,93,20,4,1,,8,2,0.262129,0.100824,0.175298,0.575158,0.362157,0.410747,0.340951,0.772904,0.148617,4.64195,0.301773,-0.440705,-0.365637,74.7961,9.97497,117.077,-0.806342,-2.63882,10.07934945821762,-9.68882131576538,1.84135,419.3399963378906,,,,"11445"
"Spencer Steer","CIN",131,567,498,128,78,29,2,20,69,76,55,0,120,9,4,1,,9,3,0.257963,0.0970616,0.211718,0.458447,0.340207,0.443425,0.339515,0.783633,0.185463,4.42535,0.300192,0.0448448,-0.696485,79.0405,9.95485,107.629,-0.65164,0.536373,4.707078278064728,-5.738626778125763,1.82282,116.5999984741211,,,,"26323"
"Maikel Garcia","KCR",125,539,485,128,93,26,3,6,63,51,44,0,109,2,5,3,,19,7,0.264415,0.0810011,0.201523,0.401946,0.324798,0.37111,0.305778,0.695908,0.106695,5.70248,0.324909,-0.161163,-0.225378,60.0353,-5.63874,88.8056,-0.38654,5.356,-7.616256266832352,7.38100004196167,1.80267,205.67999267578125,,,,"22715"
