Name,Team,billikenTeam,contract,salary,point_value,repl,par,PA,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,p_dh,ev,surplus
Bailey Falter,PIT,National Pastime,2,1,-1,0.9,-1.9,NA,NA,NA,NA,NA,NA,124,6,0,91,4.49,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,-2.3
Trevor Williams,WSN,Big Red Machine,2,1,-1,0.9,-1.9,NA,NA,NA,NA,NA,NA,113,6,0,90,4.53,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,-2.3
Taijuan Walker,PHI,NA,NA,NA,-1,0.9,-1.9,NA,NA,NA,NA,NA,NA,66,3,0,48,4.81,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,NA
Jake Bird,COL,NA,NA,NA,-1,0.9,-1.9,NA,NA,NA,NA,NA,NA,61,2,1,52,4.61,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,NA
Lucas Gilbreath,COL,NA,NA,NA,-1,0.9,-1.9,NA,NA,NA,NA,NA,NA,46,2,0,42,4.73,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,NA
Brett de Geus,MIA,NA,NA,NA,-1,0.9,-1.9,NA,NA,NA,NA,NA,NA,39,2,0,27,4.78,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,NA
Andrew Moore,CIN,NA,NA,NA,-1,0.9,-1.9,NA,NA,NA,NA,NA,NA,32,1,0,34,5.1,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,NA
Casey Schmitt,SFG,NA,NA,NA,0.2,2.1,-1.9000000000000001,49,1,5,6,1,0.243,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,1,0,-1.3,NA
Ronny Mauricio,NYM,NA,NA,1,0.2,2.1,-1.9000000000000001,42,1,5,5,1,0.241,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,-1.3,-2.3
Luke Williams,ATL,NA,NA,NA,0.2,2.1,-1.9000000000000001,35,1,4,4,2,0.226,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,-1.3,NA
Adael Amador,COL,Hoosiers,2,1,0.2,2.1,-1.9000000000000001,28,1,3,3,1,0.242,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,-1.3,-2.3
Liover Peguero,PIT,NA,NA,NA,0.1,2.1,-2,28,1,3,3,1,0.235,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,1,0,-1.6,NA
Matt Koperniak,STL,NA,NA,NA,0.1,2.1,-2,21,0,2,2,0,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,NA
Keston Hiura,COL,NA,NA,NA,0.1,2.1,-2,14,1,2,2,0,0.252,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,-1.6,NA
Nicky Lopez,CHC,NA,NA,NA,0.1,2.1,-2,7,0,1,0,0,0.244,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,1,0,-1.6,NA
Osleivis Basabe,SFG,NA,NA,NA,0.1,2.1,-2,7,0,1,1,0,0.249,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,-1.6,NA
Carlos D. Rodriguez,ATL,NA,NA,NA,0.1,2.1,-2,7,0,1,1,0,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,NA
Marco Luciano,SFG,NA,NA,NA,0.1,2.1,-2,63,1,7,6,1,0.22,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,1,0,-1.6,NA
Rhett Lowder,CIN,Hoosiers,2,1,-1.1,0.9,-2,NA,NA,NA,NA,NA,NA,117,6,0,93,4.65,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,-2.6
Wade Miley,CIN,Erie Lakers,Opt,2,-1.1,0.9,-2,NA,NA,NA,NA,NA,NA,52,3,0,34,4.93,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,-3.6
Tanner Rainey,PIT,NA,NA,NA,-1.1,0.9,-2,NA,NA,NA,NA,NA,NA,42,1,0,38,4.94,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,NA
Nacho Alvarez Jr.,ATL,Free Birds,2,1,0,2.1,-2.1,14,0,2,1,0,0.246,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,-2,-3
Nasim Nunez,WSN,NA,NA,NA,0,2.1,-2.1,21,0,2,1,1,0.219,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,-2,NA
Enmanuel Valdez,PIT,NA,NA,NA,0,2.1,-2.1,14,0,2,2,0,0.233,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,-2,NA
Tim Tawa,ARI,NA,NA,NA,0,2.1,-2.1,21,1,2,2,0,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA
Travis Jankowski,CHC,NA,NA,NA,0,2.1,-2.1,21,0,2,2,1,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA
Gabriel Rincones Jr.,PHI,NA,NA,NA,0,2.1,-2.1,14,0,2,2,0,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA
Tyler Callihan,CIN,NA,NA,NA,-0,2.1,-2.1,7,0,1,1,0,0.226,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,-2,NA
Valente Bellozo,MIA,NA,NA,1,-1.2,0.9,-2.1,NA,NA,NA,NA,NA,NA,57,2,0,41,4.86,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-3
Diego Castillo,COL,NA,NA,NA,-1.2,0.9,-2.1,NA,NA,NA,NA,NA,NA,34,1,0,28,5.07,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA
Luis Peralta,COL,NA,NA,NA,-1.2,0.9,-2.1,NA,NA,NA,NA,NA,NA,61,3,2,60,4.86,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA
Luke Ritter,NYM,NA,NA,NA,-0.1,2.1,-2.2,14,0,1,2,0,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3,NA
Kyle Hart,SDP,NA,NA,1,-1.3,0.9,-2.2,NA,NA,NA,NA,NA,NA,107,6,0,77,4.64,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3,-3.3
Bradley Blalock,COL,NA,NA,NA,-1.6,0.9,-2.5,NA,NA,NA,NA,NA,NA,49,2,0,36,5.27,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.3,NA
German Marquez,COL,NA,NA,1,-1.7,0.9,-2.6,NA,NA,NA,NA,NA,NA,156,8,0,129,4.68,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.6,-4.6
Chase Dollander,COL,NA,NA,1,-1.9,0.9,-2.8,NA,NA,NA,NA,NA,NA,95,4,0,85,5.06,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.3,-5.3
Evan Justice,COL,NA,NA,NA,-1.9,0.9,-2.8,NA,NA,NA,NA,NA,NA,48,3,0,46,5.35,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.3,NA
Shinnosuke Ogasawara,WSN,NA,NA,NA,-2,0.9,-2.9,NA,NA,NA,NA,NA,NA,80,0,0,74,4.91,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.7,NA
Luis Mey,CIN,NA,NA,NA,-2.2,0.9,-3.1,NA,NA,NA,NA,NA,NA,42,2,0,37,5.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.3,NA
Ryan Feltner,COL,NA,NA,NA,-2.3,0.9,-3.1999999999999997,NA,NA,NA,NA,NA,NA,170,7,0,147,4.78,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.7,NA
Cal Quantrill,MIA,NA,NA,1,-2.4,0.9,-3.3,NA,NA,NA,NA,NA,NA,143,7,0,104,4.81,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,-7
Kyle Freeland,COL,NA,NA,1,-3,0.9,-3.9,NA,NA,NA,NA,NA,NA,152,7,0,109,5.04,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-9
Austin Gomber,COL,NA,NA,NA,-3,0.9,-3.9,NA,NA,NA,NA,NA,NA,143,7,0,102,5.17,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,NA
Antonio Senzatela,COL,NA,NA,NA,-3.3,0.9,-4.2,NA,NA,NA,NA,NA,NA,135,6,0,85,5.07,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.1,NA
