team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
FREE BIRDS,23,239,8.975623198325472,7242,6391,1623,228,885,866,133,0.25395086840869974,1285,80,27,1251,572.0157022222223,1637.61751,4.006335657587549,1.274410513618677,3,1,1,4,5,9,4,7,3,4,14,27,41,8,38
ERIE LAKERS,23,202,8.186533194214643,7282,6474,1689,249,918,911,120,0.2608897126969416,977,56,55,869,450.8813311111112,1276.8947300000002,4.153461596724668,1.306954687819857,7,3,4,2,10,2,7,1,1,1,26,12,38,9,38
FREE AT LAST,22,235,8.162612084290666,7557,6651,1646,243,946,902,168,0.24748158171703502,986,58,25,919,449.3183188888888,1264.22757,4.101282829614604,1.2821780628803245,6,6,3,8,1,3,3,2,2,2,24,12,36,10,38
WESTSIDE MARAUDERS,23,270,11.071424580343953,7477,6655,1714,258,953,928,151,0.25755071374906086,1277,80,59,1288,548.3721833333334,1553.8562360000003,3.864800039154268,1.2168020642129995,8,8,8,6,6,8,8,8,6,8,36,38,74,1,39
LOUISVILLE SLUGGERS,23,212,10.69800258413561,7717,6941,1792,264,985,952,174,0.2581760553234404,920,59,102,992,386.79249777777784,1145.2566399999998,3.783839652173914,1.2448441739130434,10,9,9,8,7,3,10,3,8,6,43,30,73,2,39
MELONHEADS,22,270,10.718503426118419,7087,6303,1583,253,909,893,176,0.2511502459146438,1365,87,0,1356,568.7590855555557,1644.1697100000001,3.750059904761905,1.204519934065934,7,3,4,9,4,10,3,10,10,9,27,42,69,3,39
HOOSIERS,23,223,10.295236914554913,7930,7019,1761,264,1007,970,207,0.25089044023365153,1247,73,27,1123,566.79258,1599.5613400000002,4.090724314354452,1.2827276182838814,10,10,10,10,2,6,5,5,2,2,42,20,62,4,39
NATIONAL PASTIME,23,252,10.33708226127621,7573,6802,1739,259,926,927,134,0.2556600999705969,1211,78,52,1226,525.42094,1497.9400300000002,3.9048624772914944,1.2369446985962016,9,5,7,3,5,7,7,7,5,7,29,33,62,4,39
BIG RED MACHINE,23,214,9.796181378774028,7500,6676,1676,253,934,913,134,0.25104853205512284,1161,70,59,1124,495.166258888889,1448.32788,3.83849813092162,1.2474831007751939,7,6,6,3,3,5,8,6,7,5,25,31,56,5,39
BLUE SOCKS,19,270,9.642785324162567,6933,6291,1632,203,844,830,170,0.25941821649976154,981,63,29,1036,410.05825777777784,1164.83942,3.7620023649337417,1.1874000203873598,3,1,1,7,10,4,6,4,9,10,22,33,55,6,39
