Name,Team,player_type,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_hitting,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,sgp_pitching,sgp_total,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,p_dh,p_sp,p_rp
Jimmy Crooks,STL,hitter,96,88,21,2,10,10,0,0.238258,NA,NA,NA,NA,NA,NA,0.0343799213790918,0.02404730089701624,0.0563023724480275,0,-0.00247613227303659,0.11225346245109896,0,0,0,0,0,0,0.11225346245109896,1,0,0,0,0,0,0,0,1,0,0
Easton McGee,MIL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,30,1,0,24,4.12097,1.27585,0,0,0,0,0,0,0.02452991146598476,0,0.06623010037548169,0.011386891483791588,0.009852961007936735,0.11199986433319478,0.11199986433319478,0,0,0,0,0,0,0,0,0,1,1
Spencer Turnbull,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,33,2,0,24,4.90197,1.4664,0,0,0,0,0,0,0.04905982293196952,0,0.06623010037548169,0.0010217332397675144,-0.005256818837189669,0.11105483771002904,0.11105483771002904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juan Burgos,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,27,2,0,22,4.58585,1.46341,0,0,0,0,0,0,0.04905982293196952,0,0.06071092534419154,0.004645690732336689,-0.004094398020626292,0.11032204098787146,0.11032204098787146,0,0,0,0,0,0,0,0,0,0,1
Michael Petersen,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,28,1,0,26,4.38762,1.35898,0,0,0,0,0,0,0.02452991146598476,0,0.07174927540677183,0.007295207071863922,0.0032382965424105252,0.10681269048703101,0.10681269048703101,0,0,0,0,0,0,0,0,0,0,1
Kris Bryant,COL,hitter,91,81,19,2,10,9,0,0.238084,NA,NA,NA,NA,NA,NA,0.0343799213790918,0.02404730089701624,0.05067213520322475,0,-0.002383465794790378,0.10671589168454242,0,0,0,0,0,0,0.10671589168454242,0,1,0,0,0,1,1,0,1,0,0
Will Brennan,SFG,hitter,77,72,19,1,8,8,1,0.266039,NA,NA,NA,NA,NA,NA,0.02750393710327344,0.01202365044850812,0.045041897958422,0.00825053858601311,0.012776214585772187,0.10559623868198886,0,0,0,0,0,0,0.10559623868198886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maximo Acosta,MIA,hitter,70,64,14,2,7,7,3,0.22443,NA,NA,NA,NA,NA,NA,0.02406594496536426,0.02404730089701624,0.03941166071361925,0.02475161575803933,-0.008349951952341965,0.10392657038169711,0,0,0,0,0,0,0.10392657038169711,0,0,1,1,1,0,1,1,1,0,0
Gregory Santos,SFG,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,23,3.63941,1.3782,0,0,0,0,0,0,0.02452991146598476,0,0.06347051285983661,0.014268207402175347,0.0015949958025950018,0.10386362753059172,0.10386362753059172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Little,CHC,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,20,1,0,23,3.65317,1.3342,0,0,0,0,0,0,0.02452991146598476,0,0.06347051285983661,0.011767336580057875,0.0035816009816055303,0.10334936188748478,0.10334936188748478,0,0,0,0,0,0,0,0,0,0,1
Daniel Susac,SFG,hitter,77,71,17,2,7,9,1,0.234752,NA,NA,NA,NA,NA,NA,0.02406594496536426,0.02404730089701624,0.05067213520322475,0.00825053858601311,-0.0038398937284315053,0.10319602592318686,0,0,0,0,0,0,0.10319602592318686,1,0,0,0,0,0,0,0,1,0,0
Orelvis Martinez,WSN,hitter,98,88,17,3,10,11,0,0.197041,NA,NA,NA,NA,NA,NA,0.0343799213790918,0.03607095134552436,0.06193260969283025,0,-0.029317411874519743,0.10306607054292666,0,0,0,0,0,0,0.10306607054292666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bobby Miller,LAD,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,26,1,0,25,4.56274,1.36519,0,0,0,0,0,0,0.02452991146598476,0,0.06898968789112675,0.004741823578580992,0.002593718499648081,0.10085514143534059,0.10085514143534059,0,0,0,0,0,0,0,0,0,1,0
Jose Suarez,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,22,1,0,21,3.93567,1.28774,0,0,0,0,0,0,0.02452991146598476,0,0.05795133782854647,0.010169988387142698,0.006555967599305822,0.09920720528097976,0.09920720528097976,0,0,0,0,0,0,0,0,0,0,1
Trevor Williams,WSN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,30,1,0,24,4.6020200000000004,1.36369,0,0,0,0,0,0,0.02452991146598476,0,0.06623010037548169,0.0049453529107319,0.0031079335940409694,0.09881329834623931,0.09881329834623931,0,0,0,0,0,0,0,0,0,1,0
Thomas White,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,23,4.21754,1.40232,0,0,0,0,0,0,0.02452991146598476,0,0.06347051285983661,0.008075010528265371,1.1330125593593934e-4,0.09618873611002267,0.09618873611002267,0,0,0,0,0,0,0,0,0,1,0
Julian Aguiar,CIN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,35,1,0,25,5.02103,1.36786,0,0,0,0,0,0,0.02452991146598476,0,0.06898968789112675,-7.763397493438165e-4,0.003252350595955324,0.09599561020372303,0.09599561020372303,0,0,0,0,0,0,0,0,0,1,0
Danny Young,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,20,1,0,21,3.95498,1.31902,0,0,0,0,0,0,0.02452991146598476,0,0.05795133782854647,0.00907306258673058,0.004358692027013373,0.09591300390827519,0.09591300390827519,0,0,0,0,0,0,0,0,0,0,1
Adael Amador,COL,hitter,63,55,14,1,7,7,2,0.250422,NA,NA,NA,NA,NA,NA,0.02406594496536426,0.01202365044850812,0.03941166071361925,0.01650107717202622,0.0034033072090201154,0.09540564050853796,0,0,0,0,0,0,0.09540564050853796,0,0,1,0,0,0,0,1,1,0,0
T.J. Rumfield,COL,hitter,63,56,15,2,7,7,0,0.260725,NA,NA,NA,NA,NA,NA,0.02406594496536426,0.02404730089701624,0.03941166071361925,0,0.007734871080029658,0.0952597776560294,0,0,0,0,0,0,0.0952597776560294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Jimenez,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,18,1,0,20,4.00282,1.24808,0,0,0,0,0,0,0.02452991146598476,0,0.0551917503129014,0.007781393115915118,0.007191212474187479,0.09469426736898875,0.09469426736898875,0,0,0,0,0,0,0,0,0,0,1
Orlando Ribalta,WSN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,30,1,0,27,4.80354,1.49602,0,0,0,0,0,0,0.02452991146598476,0,0.07450886292241689,0.002246883202296221,-0.007053376488846372,0.0942322811018515,0.0942322811018515,0,0,0,0,0,0,0,0,0,0,1
Cam Sanders,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,30,1,0,28,4.75035,1.54732,0,0,0,0,0,0,0.02452991146598476,0,0.07726845043806196,0.0029591281595793377,-0.010992583072781403,0.09376490699084467,0.09376490699084467,0,0,0,0,0,0,0,0,0,0,1
Riley Martin,CHC,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,22,1,0,22,4.15788,1.43558,0,0,0,0,0,0,0.02452991146598476,0,0.06071092534419154,0.007987939792122709,-0.0017690425567156028,0.09145973404558341,0.09145973404558341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Law,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,20,4.12875,1.36427,0,0,0,0,0,0,0.02452991146598476,0,0.0551917503129014,0.00902617021628444,0.0024507174043761296,0.09119854939954672,0.09119854939954672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Carrillo,NYM,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,20,1,0,21,4.30192,1.35548,0,0,0,0,0,0,0.02452991146598476,0,0.05795133782854647,0.005975910672463422,0.002492240148517329,0.09094940011551199,0.09094940011551199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alan Rangel,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,28,1,0,22,4.8432,1.3506,0,0,0,0,0,0,0.02452991146598476,0,0.06071092534419154,0.001601425274600514,0.003838878370126262,0.09068114045490308,0.09068114045490308,0,0,0,0,0,0,0,0,0,1,1
Bryan Hoeing,SDP,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,19,4.18306,1.31859,0,0,0,0,0,0,0.02452991146598476,0,0.05243216279725633,0.008444376290658626,0.005256845384947707,0.09066329593884742,0.09066329593884742,0,0,0,0,0,0,0,0,0,0,1
Chris Devenski,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,20,4.42614,1.34385,0,0,0,0,0,0,0.02452991146598476,0,0.0551917503129014,0.005840390515642563,0.0037051204990186802,0.08926717279354739,0.08926717279354739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yilber Diaz,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,23,1,0,22,4.30594,1.45492,0,0,0,0,0,0,0.02452991146598476,0,0.06071092534419154,0.006831027505362519,-0.0029880097046108304,0.08908385461092799,0.08908385461092799,0,0,0,0,0,0,0,0,0,1,0
Luis Peralta,COL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,34,1,0,32,5.39676,1.62122,0,0,0,0,0,0,0.02452991146598476,0,0.08830680050064224,-0.006456233643540823,-0.01888948268898016,0.08749099563410602,0.08749099563410602,0,0,0,0,0,0,0,0,0,0,1
Lou Trivino,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,21,4.58593,1.42024,0,0,0,0,0,0,0.02452991146598476,0,0.05795133782854647,0.004128645876059639,-9.875265332900305e-4,0.08562236863730086,0.08562236863730086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cionel Perez,WSN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,21,4.26767,1.47999,0,0,0,0,0,0,0.02452991146598476,0,0.05795133782854647,0.007537994702604866,-0.0046579763327460515,0.08536126766439006,0.08536126766439006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Seymour,SFG,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,20,1,0,17,3.98412,1.33903,0,0,0,0,0,0,0.02452991146598476,0,0.04691298776596619,0.00881292825001027,0.003334344739884858,0.08359017222184609,0.08359017222184609,0,0,0,0,0,0,0,0,0,1,1
Rolddy Munoz,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,21,4.49629,1.47709,0,0,0,0,0,0,0.02452991146598476,0,0.05795133782854647,0.005088911158569268,-0.004479828978462837,0.08309033147463768,0.08309033147463768,0,0,0,0,0,0,0,0,0,0,1
Bryse Wilson,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,30,1,0,21,4.99156,1.39413,0,0,0,0,0,0,0.02452991146598476,0,0.05795133782854647,-2.7081367434171724e-4,7.705174456007722e-4,0.0829809530657903,0.0829809530657903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott McGough,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,21,4.8059,1.43438,0,0,0,0,0,0,0.02452991146598476,0,0.05795133782854647,0.0017722251465455547,-0.0018561484607261531,0.08239732598035064,0.08239732598035064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
William Kempner,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,22,4.7887,1.4878,0,0,0,0,0,0,0.02452991146598476,0,0.06071092534419154,0.001956479529177923,-0.005137745586867423,0.0820595707524868,0.0820595707524868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Landon Knack,LAD,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,23,1,0,20,4.93861,1.37428,0,0,0,0,0,0,0.02452991146598476,0,0.0551917503129014,3.3596678351057265e-4,0.0017593101364261844,0.08181693869882291,0.08181693869882291,0,0,0,0,0,0,0,0,0,1,0
Scott Blewett,STL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,18,4.36843,1.39031,0,0,0,0,0,0,0.02452991146598476,0,0.04967257528161126,0.006458606819230589,8.510770231571463e-4,0.08151217058998377,0.08151217058998377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Palmquist,COL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,23,5.12287,1.48373,0,0,0,0,0,0,0.02452991146598476,0,0.06347051285983661,-0.0016233046013022347,-0.004887724989649245,0.08148939473486988,0.08148939473486988,0,0,0,0,0,0,0,0,0,1,0
Mike Clevinger,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,19,4.7712,1.39801,0,0,0,0,0,0,0.02452991146598476,0,0.05243216279725633,0.0021439476510422524,3.7806508247410824e-4,0.07948408699675745,0.07948408699675745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Ekness,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,22,1,0,19,4.59175,1.42992,0,0,0,0,0,0,0.02452991146598476,0,0.05243216279725633,0.0037274410570463158,-0.001450322606207748,0.07923919271407964,0.07923919271407964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lyon Richardson,CIN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,22,1,0,19,4.58522,1.43895,0,0,0,0,0,0,0.02452991146598476,0,0.05243216279725633,0.0037915640817773443,-0.001958810442442004,0.07879482790257643,0.07879482790257643,0,0,0,0,0,0,0,0,0,1,1
Jack Neely,CHC,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,18,1,0,18,4.46545,1.39463,0,0,0,0,0,0,0.02452991146598476,0,0.04967257528161126,0.004064462663711064,4.392741715479803e-4,0.07870622358285506,0.07870622358285506,0,0,0,0,0,0,0,0,0,0,1
Grant Holman,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,20,1,0,17,4.39633,1.37949,0,0,0,0,0,0,0.02452991146598476,0,0.04691298776596619,0.005133107558881932,0.0012631257875000423,0.07783913257833291,0.07783913257833291,0,0,0,0,0,0,0,0,0,1,1
Jhony Brito,SDP,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,18,1,0,15,4.18097,1.32752,0,0,0,0,0,0,0.02452991146598476,0,0.04139381273467605,0.00635007400548096,0.0035312057954997845,0.07580500400164156,0.07580500400164156,0,0,0,0,0,0,0,0,0,0,1
Manuel Margot,NA,hitter,63,58,14,1,6,6,1,0.243826,NA,NA,NA,NA,NA,NA,0.02062795282745508,0.01202365044850812,0.0337814234688165,0.00825053858601311,7.578578161570324e-4,0.07544142314694983,0,0,0,0,0,0,0.07544142314694983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. McFarland,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,16,4.34562,1.42778,0,0,0,0,0,0,0.02452991146598476,0,0.04415340025032112,0.006702958125500607,-0.001450709654426412,0.07393556018738007,0.07393556018738007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philip Abner,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,16,1,0,15,4.07147,1.36731,0,0,0,0,0,0,0.02452991146598476,0,0.04139381273467605,0.006426520106871107,0.0015093132219930565,0.07385955752952499,0.07385955752952499,0,0,0,0,0,0,0,0,0,0,1
Kyle Backhus,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,16,1,0,15,4.30273,1.3402,0,0,0,0,0,0,0.02452991146598476,0,0.04139381273467605,0.004774943807353206,0.002619560296617912,0.07331822830463193,0.07331822830463193,0,0,0,0,0,0,0,0,0,0,1
Seth Johnson,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,20,1,0,18,4.80103,1.46153,0,0,0,0,0,0,0.02452991146598476,0,0.04967257528161126,0.0015203290389536458,-0.0029366468979584196,0.07278616888859125,0.07278616888859125,0,0,0,0,0,0,0,0,0,1,1
Kohl Drake,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,17,1,0,15,4.32035,1.37366,0,0,0,0,0,0,0.02452991146598476,0,0.04139381273467605,0.004939677316209827,0.0013273377280389738,0.07219073924490961,0.07219073924490961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Karinchak,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,14,1,0,16,4.39453,1.40823,0,0,0,0,0,0,0.02452991146598476,0,0.04415340025032112,0.0036044233785292134,-1.4568794687348837e-4,0.0721420471479616,0.0721420471479616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brycen Mautz,STL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,16,1,0,14,4.21831,1.32316,0,0,0,0,0,0,0.02452991146598476,0,0.03863422521903098,0.005377841287268894,0.003317406484430813,0.07185938445671546,0.07185938445671546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Koss,SFG,hitter,49,45,11,1,6,5,1,0.248632,NA,NA,NA,NA,NA,NA,0.02062795282745508,0.01202365044850812,0.02815118622401375,0.00825053858601311,0.002188436997797042,0.0712417650837871,0,0,0,0,0,0,0.0712417650837871,0,0,1,1,1,0,1,1,1,0,0
Genesis Cabrera,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,18,1,0,16,4.67002,1.40262,0,0,0,0,0,0,0.02452991146598476,0,0.04415340025032112,0.002420876077005955,7.115416446446473e-5,0.07117534195777629,0.07117534195777629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gavin Hollowell,CHC,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,16,1,0,15,4.49519,1.39986,0,0,0,0,0,0,0.02452991146598476,0,0.04139381273467605,0.0034004632460576368,1.7627957097722568e-4,0.06950046701769567,0.06950046701769567,0,0,0,0,0,0,0,0,0,0,1
JR Ritchie,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,17,1,0,14,4.49792,1.37396,0,0,0,0,0,0,0.02452991146598476,0,0.03863422521903098,0.003592276971470233,0.0013142838270785667,0.06807069748356455,0.06807069748356455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sammy Peralta,MIL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,14,1,0,12,4.06774,1.2716,0,0,0,0,0,0,0.02452991146598476,0,0.033115050187740844,0.00564651362999735,0.004750343981575237,0.06804181926529819,0.06804181926529819,0,0,0,0,0,0,0,0,0,0,1
Joey Gerber,NYM,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,14,1,0,13,4.33421,1.30427,0,0,0,0,0,0,0.02452991146598476,0,0.03587463770338591,0.003981359282224425,0.0035796394283847243,0.06796554787997983,0.06796554787997983,0,0,0,0,0,0,0,0,0,0,1
Garrett Acton,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,16,1,0,15,4.65605,1.41549,0,0,0,0,0,0,0.02452991146598476,0,0.04139381273467605,0.0022516585952730307,-4.638223019990304e-4,0.06771156049393481,0.06771156049393481,0,0,0,0,0,0,0,0,0,0,1
Kyle Wright,CHC,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,14,1,0,12,4.08438,1.29498,0,0,0,0,0,0,0.02452991146598476,0,0.033115050187740844,0.005542531311736598,0.003912539498759377,0.06710003246422157,0.06710003246422157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Endy Rodriguez,PIT,hitter,54,48,12,1,6,6,0,0.242373,NA,NA,NA,NA,NA,NA,0.02062795282745508,0.01202365044850812,0.0337814234688165,0,1.110722847680355e-4,0.06654409902954772,0,0,0,0,0,0,0.06654409902954772,1,1,0,0,0,0,1,0,1,0,0
Riley Adams,WSN,hitter,61,55,12,2,6,6,0,0.212211,NA,NA,NA,NA,NA,NA,0.02062795282745508,0.02404730089701624,0.0337814234688165,0,-0.012149015480226307,0.06630766171306152,0,0,0,0,0,0,0.06630766171306152,1,0,0,0,0,0,0,0,1,0,0
Dylan Moore,PHI,hitter,42,37,8,1,5,5,2,0.213484,NA,NA,NA,NA,NA,NA,0.0171899606895459,0.01202365044850812,0.02815118622401375,0.01650107717202622,-0.00782441666158299,0.066041457872511,0,0,0,0,0,0,0.066041457872511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Simpson,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,14,1,0,14,4.33779,1.4445,0,0,0,0,0,0,0.02452991146598476,0,0.03863422521903098,0.003958988086348612,-0.0014453957566139132,0.065677729014750455,0.065677729014750455,0,0,0,0,0,0,0,0,0,0,1
Thomas Harrington,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,16,1,0,13,4.58947,1.34407,0,0,0,0,0,0,0.02452991146598476,0,0.03587463770338591,0.0027271491687483407,0.00246107058142801,0.06559276891954703,0.06559276891954703,0,0,0,0,0,0,0,0,0,1,0
Yohandy Morales,WSN,hitter,56,51,12,1,6,6,0,0.236437,NA,NA,NA,NA,NA,NA,0.02062795282745508,0.01202365044850812,0.0337814234688165,0,-0.0021222962989274428,0.06431073044585224,0,0,0,0,0,0,0.06431073044585224,0,1,0,1,0,0,1,0,1,0,0
Ken Waldichuk,WSN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,13,1,0,13,4.46929,1.38662,0,0,0,0,0,0,0.02452991146598476,0,0.03587463770338591,0.002913163331783067,5.837835108906677e-4,0.06390149601204441,0.06390149601204441,0,0,0,0,0,0,0,0,0,1,1
Aidan Miller,PHI,hitter,42,37,8,1,5,4,2,0.224264,NA,NA,NA,NA,NA,NA,0.0171899606895459,0.01202365044850812,0.022520948979211,0.01650107717202622,-0.004872768074987115,0.06336286921430412,0,0,0,0,0,0,0.06336286921430412,0,0,0,0,1,0,0,1,1,0,0
Yunior Marte,CIN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,18,1,0,15,4.9635,1.47532,0,0,0,0,0,0,0.02452991146598476,0,0.04139381273467605,6.29556025169584e-5,-0.0032783232466709264,0.06270835655650683,0.06270835655650683,0,0,0,0,0,0,0,0,0,0,1
Wade Miley,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,24,1,0,15,5.05696,1.44361,0,0,0,0,0,0,0.02452991146598476,0,0.04139381273467605,-9.172460920406417e-4,-0.0024231484883241337,0.06258332962029604,0.06258332962029604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Callihan,CIN,hitter,49,44,10,1,5,5,1,0.226772,NA,NA,NA,NA,NA,NA,0.0171899606895459,0.01202365044850812,0.02815118622401375,0.00825053858601311,-0.004978014913753845,0.06063732103432704,0,0,0,0,0,0,0.06063732103432704,0,0,1,0,0,0,0,1,1,0,0
Juan Sanchez,SFG,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,14,1,0,12,4.29692,1.45059,0,0,0,0,0,0,0.02452991146598476,0,0.033115050187740844,0.004214382157701783,-0.0016636262656108645,0.06019571754581653,0.06019571754581653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jose Franco,CIN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,14,1,0,13,4.92391,1.42553,0,0,0,0,0,0,0.02452991146598476,0,0.03587463770338591,2.96360900111258e-4,-7.656202630717047e-4,0.059935289806410226,0.059935289806410226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Ross,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,13,1,0,11,4.31284,1.37781,0,0,0,0,0,0,0.02452991146598476,0,0.03035546267209577,0.003820977711911083,8.769331730466632e-4,0.05958328502303828,0.05958328502303828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daison Acosta,SDP,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,12,1,0,12,4.44365,1.44304,0,0,0,0,0,0,0.02452991146598476,0,0.033115050187740844,0.002826407634568586,-0.0011940666593445793,0.05927730262894961,0.05927730262894961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabriel Hughes,COL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,18,1,0,13,4.88914,1.45685,0,0,0,0,0,0,0.02452991146598476,0,0.03587463770338591,6.603897257383052e-4,-0.0024273624793577126,0.058637576415751264,0.058637576415751264,0,0,0,0,0,0,0,0,0,1,0
Rafael Flores Jr.,PIT,hitter,53,48,12,1,5,5,0,0.245477,NA,NA,NA,NA,NA,NA,0.0171899606895459,0.01202365044850812,0.02815118622401375,0,0.001213644681634336,0.05857844204370211,0,0,0,0,0,0,0.05857844204370211,1,1,0,0,0,0,1,0,1,0,0
Brett Wisely,ATL,hitter,42,38,9,1,5,4,1,0.236389,NA,NA,NA,NA,NA,NA,0.0171899606895459,0.01202365044850812,0.022520948979211,0.00825053858601311,-0.001594816797782858,0.058390281905495264,0,0,0,0,0,0,0.058390281905495264,0,0,1,0,1,0,0,1,1,0,0
MJ Melendez,NYM,hitter,42,38,8,1,5,5,1,0.215624,NA,NA,NA,NA,NA,NA,0.0171899606895459,0.01202365044850812,0.02815118622401375,0.00825053858601311,-0.007434102136561397,0.05818123381151949,0,0,0,0,0,0,0.05818123381151949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Rolison,CHC,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,15,1,0,11,4.47977,1.40589,0,0,0,0,0,0,0.02452991146598476,0,0.03035546267209577,0.0032911756660057453,-6.625267512432945e-5,0.05811029712896195,0.05811029712896195,0,0,0,0,0,0,0,0,0,0,1
Jhancarlos Lara,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0,11,4.11456,1.44497,0,0,0,0,0,0,0.02452991146598476,0,0.03035546267209577,0.0038242417008150613,-0.0010444556060294791,0.05766516023286612,0.05766516023286612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Eder,WSN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,14,1,0,11,4.6136,1.39237,0,0,0,0,0,0,0.02452991146598476,0,0.03035546267209577,0.0022354686633019255,4.2264306670476454e-4,0.057543485868087225,0.057543485868087225,0,0,0,0,0,0,0,0,0,1,1
McCade Brown,COL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,15,1,0,14,5.39754,1.48758,0,0,0,0,0,0,0.02452991146598476,0,0.03863422521903098,-0.0028535606984023023,-0.0032026443499942234,0.05710793163661922,0.05710793163661922,0,0,0,0,0,0,0,0,0,1,0
Nolan Hoffman,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,12,1,0,11,4.58177,1.41763,0,0,0,0,0,0,0.02452991146598476,0,0.03035546267209577,0.002086604863371412,-4.135969572175657e-4,0.056558382044234384,0.056558382044234384,0,0,0,0,0,0,0,0,0,0,1
Zack Thompson,STL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0,10,4.14576,1.38736,0,0,0,0,0,0,0.02452991146598476,0,0.0275958751564507,0.00368497966743013,4.301232848119581e-4,0.056240889574677544,0.056240889574677544,0,0,0,0,0,0,0,0,0,1,0
Jaden Woods,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,14,1,0,12,4.70901,1.49294,0,0,0,0,0,0,0.02452991146598476,0,0.033115050187740844,0.0016392575463994028,-0.0031812062419689334,0.056103012958156076,0.056103012958156076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
