Name,Team,player_type,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_hitting,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,sgp_pitching,sgp_total,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,p_dh,p_sp,p_rp
Jose Tena,WSN,hitter,266,243,61,5,28,27,8,0.252647,NA,NA,NA,NA,NA,NA,0.09626377986145704,0.060118252242540596,0.15201640560967425,0.06600430868810488,0.01903753969400923,0.393440286095786,0,0,0,0,0,0,0.393440286095786,0,0,0,1,0,0,1,0,1,0,0
Edmundo Sosa,PHI,hitter,245,227,57,7,28,30,3,0.252592,NA,NA,NA,NA,NA,NA,0.09626377986145704,0.08416555313955684,0.1689071173440825,0.02475161575803933,0.017691647490319956,0.39177971359345565,0,0,0,0,0,0,0.39177971359345565,0,0,1,1,1,0,1,1,1,0,0
Richard Fitts,STL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,104,5,0,79,4.38082,1.32448,0,0,0,0,0,0,0.1226495573299238,0,0.21800741373596053,0.027412144018786132,0.021211761850007116,0.38928087693467756,0.38928087693467756,0,0,0,0,0,0,0,0,0,1,0
Andres Chaparro,WSN,hitter,259,233,56,9,28,32,1,0.239472,NA,NA,NA,NA,NA,NA,0.09626377986145704,0.10821285403657308,0.180167591833688,0.00825053858601311,-0.004462884163402586,0.3884318801543286,0,0,0,0,0,0,0.3884318801543286,0,1,0,0,0,0,1,0,1,0,0
Hurston Waldrep,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,88,6,0,78,4.29352,1.41009,0,0,0,0,0,0,0.14717946879590854,0,0.21524782622031546,0.026623950853320272,-0.0013347062420954665,0.3877165396274488,0.3877165396274488,0,0,0,0,0,0,0,0,0,1,0
Andrew Painter,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,104,5,0,90,4.72344,1.39133,0,0,0,0,0,0,0.1226495573299238,0,0.2483628764080563,0.011507491392671194,0.003416479293704466,0.3859364044243558,0.3859364044243558,0,0,0,0,0,0,0,0,0,1,0
Ramon Urias,NA,hitter,266,241,59,8,29,29,2,0.246847,NA,NA,NA,NA,NA,NA,0.09970177199936622,0.09618920358806496,0.16327688009927974,0.01650107717202622,0.008536835691818739,0.3842057685505559,0,0,0,0,0,0,0.3842057685505559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erik Miller,SFG,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,62,4,4,67,3.60351,1.37774,0,0,0,0,0,0,0.09811964586393904,0.05581148548477852,0.1848923635482197,0.0378530275642997,0.004193405285211785,0.38086992774644873,0.38086992774644873,0,0,0,0,0,0,0,0,0,1,1
Dane Myers,CIN,hitter,231,210,51,6,25,27,8,0.244917,NA,NA,NA,NA,NA,NA,0.0859498034477295,0.07214190269104873,0.15201640560967425,0.06600430868810488,0.004439430542613344,0.38055185097917066,0,0,0,0,0,0,0.38055185097917066,0,0,0,0,0,1,0,0,1,0,0
Tyrone Taylor,NYM,hitter,280,257,60,6,32,28,7,0.231927,NA,NA,NA,NA,NA,NA,0.11001574841309376,0.07214190269104873,0.157646642854477,0.05775377010209177,-0.019272072605486024,0.37828599145522523,0,0,0,0,0,0,0.37828599145522523,0,0,0,0,0,1,0,0,1,0,0
Robby Snelling,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,86,5,0,74,4.03144,1.33508,0,0,0,0,0,0,0.1226495573299238,0,0.2042094761577352,0.03607915035292673,0.015207174569005015,0.37814535840959074,0.37814535840959074,0,0,0,0,0,0,0,0,0,1,0
Paul Sewald,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,58,3,8,57,4.52745,1.26202,0,0,0,0,0,0,0.07358973439795427,0.11162297096955703,0.157296488391769,0.011491517711106769,0.02110220620679181,0.3751029176771789,0.3751029176771789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Walker Buehler,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,110,6,0,90,5.11828,1.45928,0,0,0,0,0,0,0.14717946879590854,0,0.2483628764080563,-0.007214782625660746,-0.015518059803927932,0.37280950277437613,0.37280950277437613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Janson Junk,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,95,5,0,69,4.3416,1.26972,0,0,0,0,0,0,0.1226495573299238,0,0.19041153857950982,0.026703004665201806,0.03269161951028865,0.3724557200849241,0.3724557200849241,0,0,0,0,0,0,0,0,0,1,1
Matt Svanson,STL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,65,3,6,59,3.80091,1.29725,0,0,0,0,0,0,0.07358973439795427,0.08371722822716778,0.16281566342305914,0.033957474549294424,0.0177876946866221,0.37186779528409775,0.37186779528409775,0,0,0,0,0,0,0,0,0,0,1
Taijuan Walker,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,120,6,0,84,4.95718,1.43123,0,0,0,0,0,0,0.14717946879590854,0,0.2318053513141859,7.582178825461501e-4,-0.008313217879506379,0.3714298201131342,0.3714298201131342,0,0,0,0,0,0,0,0,0,1,1
A.J. Minter,NYM,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,56,4,2,63,3.41864,1.17886,0,0,0,0,0,0,0.09811964586393904,0.02790574274238926,0.17385401348563942,0.03881079557360753,0.032294444829011476,0.37098464249458674,0.37098464249458674,0,0,0,0,0,0,0,0,0,0,1
Henry Davis,PIT,hitter,282,250,56,8,31,30,4,0.223535,NA,NA,NA,NA,NA,NA,0.10657775627518458,0.09618920358806496,0.1689071173440825,0.03300215434405244,-0.034272797264697785,0.3704034342866867,0,0,0,0,0,0,0.3704034342866867,1,0,0,0,0,0,0,0,1,0,0
Joey Bart,PIT,hitter,301,263,63,7,32,31,1,0.238286,NA,NA,NA,NA,NA,NA,0.11001574841309376,0.08416555313955684,0.17453735458888525,0.00825053858601311,-0.007345763790680671,0.3696234309368683,0,0,0,0,0,0,0.3696234309368683,1,0,0,0,0,0,0,0,1,0,0
Dylan Lee,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,65,3,1,73,3.54733,1.1733,0,0,0,0,0,0,0.07358973439795427,0.01395287137119463,0.20144988864209012,0.0413145717213258,0.03840965871853794,0.36871672485110274,0.36871672485110274,0,0,0,0,0,0,0,0,0,0,1
A.J. Puk,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,42,3,7,50,3.3215,1.17253,0,0,0,0,0,0,0.07358973439795427,0.0976700995983624,0.1379793757822535,0.030929162015995743,0.024901325800059423,0.3650696975946254,0.3650696975946254,0,0,0,0,0,0,0,0,0,0,1
Graham Ashcraft,CIN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,65,5,2,59,3.88258,1.28528,0,0,0,0,0,0,0.1226495573299238,0.02790574274238926,0.16281566342305914,0.03158798907709709,0.019779182459611477,0.36473813503208075,0.36473813503208075,0,0,0,0,0,0,0,0,0,1,1
Tony Santillan,CIN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,70,3,4,73,4.26895,1.33929,0,0,0,0,0,0,0.07358973439795427,0.05581148548477852,0.20144988864209012,0.021945824683266456,0.011623622080287284,0.36442055528837664,0.36442055528837664,0,0,0,0,0,0,0,0,0,0,1
Jared Koenig,MIL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,65,4,1,66,3.55338,1.23097,0,0,0,0,0,0,0.09811964586393904,0.01395287137119463,0.18213277603257463,0.04113904353341354,0.028814913533216562,0.3641592503343384,0.3641592503343384,0,0,0,0,0,0,0,0,0,1,1
Gregory Soto,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,61,3,4,66,3.69221,1.29795,0,0,0,0,0,0,0.07358973439795427,0.05581148548477852,0.18213277603257463,0.03482741446409892,0.016583772895603394,0.3629451832750097,0.3629451832750097,0,0,0,0,0,0,0,0,0,0,1
Blake Treinen,LAD,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,58,5,1,65,3.93624,1.28126,0,0,0,0,0,0,0.1226495573299238,0.01395287137119463,0.17937318851692954,0.02679703114679672,0.01824591029311748,0.3610185586579622,0.3610185586579622,0,0,0,0,0,0,0,0,0,0,1
Hunter Barco,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,89,4,0,81,4.18325,1.37567,0,0,0,0,0,0,0.09811964586393904,0,0.22352658876725068,0.031307014254190683,0.006491118626633982,0.35944436751201436,0.35944436751201436,0,0,0,0,0,0,0,0,0,1,0
Drey Jameson,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,59,4,5,55,3.88422,1.33135,0,0,0,0,0,0,0.09811964586393904,0.06976435685597315,0.15177731336047884,0.02862898561629349,0.010996117689166255,0.3592864193858508,0.3592864193858508,0,0,0,0,0,0,0,0,0,0,1
Andrew Alvarez,WSN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,104,5,0,76,4.33811,1.41542,0,0,0,0,0,0,0.1226495573299238,0,0.2097286511890253,0.029394771167409572,-0.0029962111592698164,0.3587767685270889,0.3587767685270889,0,0,0,0,0,0,0,0,0,1,0
David Hamilton,MIL,hitter,189,170,38,5,24,19,16,0.222911,NA,NA,NA,NA,NA,NA,0.08251181130982033,0.060118252242540596,0.10697450765125224,0.13200861737620975,-0.024090516636474706,0.3575226719433482,0,0,0,0,0,0,0.3575226719433482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jose Fermin,STL,hitter,245,210,51,4,29,25,8,0.242495,NA,NA,NA,NA,NA,NA,0.09970177199936622,0.04809460179403248,0.14075593112006873,0.06600430868810488,6.755346791163756e-4,0.35523214828068866,0,0,0,0,0,0,0.35523214828068866,0,0,1,1,0,0,1,1,1,0,0
Chase Dollander,COL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,114,5,0,98,5.2729799999999996,1.48641,0,0,0,0,0,0,0.1226495573299238,0,0.2704395765332169,-0.015348924794586095,-0.02399869915601509,0.3537415099125395,0.3537415099125395,0,0,0,0,0,0,0,0,0,1,0
Will Benson,CIN,hitter,217,190,43,8,27,26,5,0.225038,NA,NA,NA,NA,NA,NA,0.09282578772354787,0.09618920358806496,0.1463861683648715,0.041252692930065546,-0.023934047360085798,0.35271980524646407,0,0,0,0,0,0,0.35271980524646407,0,0,0,0,0,1,0,0,1,0,0
Jose Trevino,CIN,hitter,282,261,63,7,29,29,1,0.240322,NA,NA,NA,NA,NA,NA,0.09970177199936622,0.08416555313955684,0.16327688009927974,0.00825053858601311,-0.00335745937545493,0.3520372844487609,0,0,0,0,0,0,0.3520372844487609,1,0,0,0,0,0,0,0,1,0,0
Calvin Faucher,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,64,3,5,64,4.00294,1.3824,0,0,0,0,0,0,0.07358973439795427,0.06976435685597315,0.17661360100128448,0.02766374753473966,0.0035653047719871075,0.3511967445619387,0.3511967445619387,0,0,0,0,0,0,0,0,0,0,1
Matt Shaw,CHC,hitter,196,174,42,6,25,23,7,0.243933,NA,NA,NA,NA,NA,NA,0.0859498034477295,0.07214190269104873,0.12949545663046325,0.05775377010209177,0.00241135059680699,0.3477522834681402,0,0,0,0,0,0,0.3477522834681402,0,0,1,1,1,0,1,1,1,0,0
Jake Irvin,WSN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,100,5,0,75,4.82387,1.36665,0,0,0,0,0,0,0.1226495573299238,0,0.20696906367338025,0.006582175693963144,0.009602140473414858,0.34580293717068206,0.34580293717068206,0,0,0,0,0,0,0,0,0,1,0
Hunter Dobbins,STL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,96,5,0,68,4.46051,1.36283,0,0,0,0,0,0,0.1226495573299238,0,0.18765195106386476,0.021888812497204084,0.010156707121184322,0.342347028012177,0.342347028012177,0,0,0,0,0,0,0,0,0,1,0
Joe Mack,MIA,hitter,263,238,52,8,29,30,2,0.219371,NA,NA,NA,NA,NA,NA,0.09970177199936622,0.09618920358806496,0.1689071173440825,0.01650107717202622,-0.03996154996503228,0.3413376201385076,0,0,0,0,0,0,0.3413376201385076,1,0,0,0,0,0,0,0,1,0,0
Aaron Ashby,MIL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,64,4,1,67,3.71815,1.37164,0,0,0,0,0,0,0.09811964586393904,0.01395287137119463,0.1848923635482197,0.03579922127580514,0.00532793974402157,0.3380920418031801,0.3380920418031801,0,0,0,0,0,0,0,0,0,0,1
Tyler Kinley,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,63,4,0,70,4.01768,1.29411,0,0,0,0,0,0,0.09811964586393904,0,0.1931711260951549,0.026817009462067304,0.01774671878591522,0.33585450020707647,0.33585450020707647,0,0,0,0,0,0,0,0,0,0,1
Liam Hicks,MIA,hitter,305,261,64,4,30,29,2,0.244309,NA,NA,NA,NA,NA,NA,0.10313976413727541,0.04809460179403248,0.16327688009927974,0.01650107717202622,0.004343253106999493,0.3353555763096134,0,0,0,0,0,0,0.3353555763096134,1,1,0,0,0,0,1,0,1,0,0
Luis Campusano,SDP,hitter,222,197,49,7,26,26,1,0.246965,NA,NA,NA,NA,NA,NA,0.08938779558563868,0.08416555313955684,0.1463861683648715,0.00825053858601311,0.007150268613153827,0.33534032428923394,0,0,0,0,0,0,0.33534032428923394,1,0,0,0,0,0,0,0,1,0,0
Adam Frazier,NA,hitter,308,280,66,4,30,28,5,0.234817,NA,NA,NA,NA,NA,NA,0.10313976413727541,0.04809460179403248,0.157646642854477,0.041252692930065546,-0.015008559012997379,0.3351251427028531,0,0,0,0,0,0,0.3351251427028531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tomoyuki Sugano,COL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,116,6,0,74,5.17112,1.42573,0,0,0,0,0,0,0.14717946879590854,0,0.2042094761577352,-0.010344208139805224,-0.006403093202593287,0.33464164361124515,0.33464164361124515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wilmer Flores,NA,hitter,238,213,50,8,25,29,0,0.233389,NA,NA,NA,NA,NA,NA,0.0859498034477295,0.09618920358806496,0.16327688009927974,0,-0.013668103353503698,0.3317477837815705,0,0,0,0,0,0,0.3317477837815705,0,1,0,0,0,0,1,0,1,0,0
Jose Urquidy,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,95,5,0,69,4.87645,1.34825,0,0,0,0,0,0,0.1226495573299238,0,0.19041153857950982,0.004023490681825684,0.013596194014213513,0.33068078060547285,0.33068078060547285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thairo Estrada,COL,hitter,210,196,50,5,23,24,4,0.255983,NA,NA,NA,NA,NA,NA,0.07907381917191114,0.060118252242540596,0.135125693875266,0.03300215434405244,0.020194054874630798,0.327513974508401,0,0,0,0,0,0,0.327513974508401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brad Keller,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,68,4,2,61,4.19417,1.35188,0,0,0,0,0,0,0.09811964586393904,0.02790574274238926,0.16833483845434927,0.023588522307565977,0.009100203751058532,0.32704895311930204,0.32704895311930204,0,0,0,0,0,0,0,0,0,0,1
Ryne Stanek,STL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,60,4,2,61,4.06526,1.37371,0,0,0,0,0,0,0.09811964586393904,0.02790574274238926,0.16833483845434927,0.024265761406020565,0.00467704262780792,0.32330303109450603,0.32330303109450603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colin Rea,CHC,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,82,4,0,65,4.37118,1.29287,0,0,0,0,0,0,0.09811964586393904,0,0.17937318851692954,0.02196625410503689,0.023359162767500705,0.3228182512534062,0.3228182512534062,0,0,0,0,0,0,0,0,0,1,1
Robert Hassell III,WSN,hitter,252,230,56,4,26,24,6,0.24183,NA,NA,NA,NA,NA,NA,0.08938779558563868,0.04809460179403248,0.135125693875266,0.04950323151607866,-3.9199112102019274e-4,0.3217193316499956,0,0,0,0,0,0,0.3217193316499956,0,0,0,0,0,1,0,0,1,0,0
Jimmy Herget,COL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,77,3,2,70,4.57511,1.33826,0,0,0,0,0,0,0.07358973439795427,0.02790574274238926,0.1931711260951549,0.013617946450096242,0.0129889852461925,0.3212735349317872,0.3212735349317872,0,0,0,0,0,0,0,0,0,0,1
PJ Poulin,WSN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,61,4,2,59,4.0829,1.35499,0,0,0,0,0,0,0.09811964586393904,0.02790574274238926,0.16281566342305914,0.024189897434571155,0.007677838550959557,0.32070878801491814,0.32070878801491814,0,0,0,0,0,0,0,0,0,0,1
Abimelec Ortiz,WSN,hitter,224,202,46,8,26,26,1,0.228935,NA,NA,NA,NA,NA,NA,0.08938779558563868,0.09618920358806496,0.1463861683648715,0.00825053858601311,-0.01962026886294712,0.32059343726164113,0,0,0,0,0,0,0.32059343726164113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carmen Mlodzinski,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,68,4,0,60,3.72809,1.29502,0,0,0,0,0,0,0.09811964586393904,0,0.1655752509387042,0.03773497390808931,0.018996801199176176,0.32042667190990876,0.32042667190990876,0,0,0,0,0,0,0,0,0,1,1
Aaron Bummer,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,60,4,0,62,3.57303,1.31558,0,0,0,0,0,0,0.09811964586393904,0,0.17109442596999433,0.03744825192391753,0.013604375131673136,0.320266698889524,0.320266698889524,0,0,0,0,0,0,0,0,0,0,1
Casey Schmitt,SFG,hitter,210,191,47,7,23,25,1,0.24756,NA,NA,NA,NA,NA,NA,0.07907381917191114,0.08416555313955684,0.14075593112006873,0.00825053858601311,0.007773491035377122,0.3200193330529269,0,0,0,0,0,0,0.3200193330529269,0,1,1,1,1,0,1,1,1,0,0
Mason Montgomery,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,60,3,2,63,3.86771,1.30848,0,0,0,0,0,0,0.07358973439795427,0.02790574274238926,0.17385401348563942,0.029556379616634598,0.014694759800130765,0.3196006300427483,0.3196006300427483,0,0,0,0,0,0,0,0,0,0,1
Javier Sanoja,MIA,hitter,231,212,55,3,24,24,5,0.257649,NA,NA,NA,NA,NA,NA,0.08251181130982033,0.03607095134552436,0.135125693875266,0.041252692930065546,0.02445624485185326,0.3194173943125295,0,0,0,0,0,0,0.3194173943125295,0,0,1,1,1,1,1,1,1,0,1
Anthony Bender,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,61,4,1,58,3.907,1.30428,0,0,0,0,0,0,0.09811964586393904,0.01395287137119463,0.16005607590741405,0.028979216960266563,0.01559543901759503,0.3167032491204093,0.3167032491204093,0,0,0,0,0,0,0,0,0,0,1
Isaac Mattson,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,64,4,2,60,4.25687,1.37771,0,0,0,0,0,0,0.09811964586393904,0.02790574274238926,0.1655752509387042,0.020409838173214453,0.004333590833217749,0.3163440685514647,0.3163440685514647,0,0,0,0,0,0,0,0,0,0,1
Brooks Raley,NYM,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,62,3,1,61,3.80556,1.23213,0,0,0,0,0,0,0.07358973439795427,0.01395287137119463,0.16833483845434927,0.03226152301809343,0.027300908847642105,0.3154398760892337,0.3154398760892337,0,0,0,0,0,0,0,0,0,0,1
Braxton Fulford,COL,hitter,205,183,45,6,24,25,2,0.24417,NA,NA,NA,NA,NA,NA,0.08251181130982033,0.07214190269104873,0.14075593112006873,0.01650107717202622,0.0028570302254029454,0.31476775251836697,0,0,0,0,0,0,0.31476775251836697,1,0,0,0,0,0,0,0,1,0,0
Dominic Smith,NA,hitter,231,208,51,6,24,25,2,0.24321,NA,NA,NA,NA,NA,NA,0.08251181130982033,0.07214190269104873,0.14075593112006873,0.01650107717202622,0.0017696605546887957,0.3136803828476528,0,0,0,0,0,0,0.3136803828476528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juan Mejia,COL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,66,3,3,68,4.56568,1.41282,0,0,0,0,0,0,0.07358973439795427,0.04185861411358389,0.18765195106386476,0.011950326504096566,-0.0014622163237375425,0.3135884097557619,0.3135884097557619,0,0,0,0,0,0,0,0,0,0,1
Brock Burke,CIN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,62,4,1,58,4.17471,1.2926,0,0,0,0,0,0,0.09811964586393904,0.01395287137119463,0.16005607590741405,0.022045715528699463,0.01770465350515078,0.31187896217639793,0.31187896217639793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Fernandez,WSN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,59,3,2,59,3.95733,1.27564,0,0,0,0,0,0,0.07358973439795427,0.02790574274238926,0.16281566342305914,0.026703647833006435,0.019409203282844074,0.31042399167925316,0.31042399167925316,0,0,0,0,0,0,0,0,0,0,1
Andrew Nardi,MIA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,56,3,0,67,3.71106,1.26353,0,0,0,0,0,0,0.07358973439795427,0,0.1848923635482197,0.031501538480865246,0.020158105126698557,0.31014174155373775,0.31014174155373775,0,0,0,0,0,0,0,0,0,0,1
Harry Ford,WSN,hitter,238,205,47,5,28,24,4,0.231765,NA,NA,NA,NA,NA,NA,0.09626377986145704,0.060118252242540596,0.135125693875266,0.03300215434405244,-0.015618425961647206,0.3088914543616689,0,0,0,0,0,0,0.3088914543616689,1,0,0,0,0,0,0,0,1,0,0
Joel Peguero,SFG,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,64,3,6,50,4.40572,1.43473,0,0,0,0,0,0,0.07358973439795427,0.08371722822716778,0.1379793757822535,0.0161577040871946,-0.00500706400929194,0.3064369784852782,0.3064369784852782,0,0,0,0,0,0,0,0,0,0,1
Ryan Thompson,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,64,4,1,52,3.81254,1.30386,0,0,0,0,0,0,0.09811964586393904,0.01395287137119463,0.14349855081354365,0.033102822643763394,0.016431229558565685,0.30510512025100645,0.30510512025100645,0,0,0,0,0,0,0,0,0,0,1
Rhett Lowder,CIN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,82,4,0,65,4.58177,1.34304,0,0,0,0,0,0,0.09811964586393904,0,0.17937318851692954,0.014258466566371314,0.012829169568076629,0.3045804705153165,0.3045804705153165,0,0,0,0,0,0,0,0,0,1,0
Pierce Johnson,CIN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,61,3,1,67,4.24991,1.33939,0,0,0,0,0,0,0.07358973439795427,0.01395287137119463,0.1848923635482197,0.019642630498889608,0.01011354289486633,0.3021911427111245,0.3021911427111245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Ritter,COL,hitter,189,168,43,5,23,22,3,0.252803,NA,NA,NA,NA,NA,NA,0.07907381917191114,0.060118252242540596,0.1238652193856605,0.02475161575803933,0.013355700595787461,0.30116460715393895,0,0,0,0,0,0,0.30116460715393895,0,0,1,0,1,0,0,1,1,0,0
Jose Butto,SFG,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,61,3,2,56,3.89168,1.3066,0,0,0,0,0,0,0.07358973439795427,0.02790574274238926,0.15453690087612393,0.029396342458468113,0.015233206063885833,0.3006619265388214,0.3006619265388214,0,0,0,0,0,0,0,0,0,1,1
Blaine Crim,COL,hitter,182,163,42,6,22,22,1,0.258976,NA,NA,NA,NA,NA,NA,0.07563582703400196,0.07214190269104873,0.1238652193856605,0.00825053858601311,0.020404295492146295,0.30029778318887057,0,0,0,0,0,0,0.30029778318887057,0,1,0,0,0,0,1,0,1,0,0
Brandon Sproat,MIL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,69,4,0,59,4.19071,1.32775,0,0,0,0,0,0,0.09811964586393904,0,0.16281566342305914,0.024041974578200495,0.0134956682144665,0.2984729520796652,0.2984729520796652,0,0,0,0,0,0,0,0,0,1,0
Justin Turner,NA,hitter,238,209,51,5,25,25,1,0.243944,NA,NA,NA,NA,NA,NA,0.0859498034477295,0.060118252242540596,0.14075593112006873,0.00825053858601311,0.002913405471071994,0.2979879308674239,0,0,0,0,0,0,0.2979879308674239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Condon,COL,hitter,210,188,46,6,22,24,1,0.243942,NA,NA,NA,NA,NA,NA,0.07563582703400196,0.07214190269104873,0.135125693875266,0.00825053858601311,0.0026178884703165328,0.2937718506566463,0,0,0,0,0,0,0.2937718506566463,0,0,0,0,0,1,0,0,1,0,0
Tanner Banks,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,62,3,0,58,3.84888,1.22594,0,0,0,0,0,0,0.07358973439795427,0,0.16005607590741405,0.0310626911599313,0.028283227692854945,0.2929917291581546,0.2929917291581546,0,0,0,0,0,0,0,0,0,0,1
Angel Zerpa,MIL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,60,3,0,57,3.60526,1.25256,0,0,0,0,0,0,0.07358973439795427,0,0.157296488391769,0.036585095128533626,0.02328269087902539,0.2907540087972823,0.2907540087972823,0,0,0,0,0,0,0,0,0,0,1
Luis Torrens,NYM,hitter,218,199,49,6,21,24,1,0.244026,NA,NA,NA,NA,NA,NA,0.07219783489609279,0.07214190269104873,0.135125693875266,0.00825053858601311,0.0028947647406844215,0.29061073478910504,0,0,0,0,0,0,0.29061073478910504,1,0,0,0,0,0,0,0,1,0,0
Nathan Church,STL,hitter,203,185,47,3,23,21,5,0.25338,NA,NA,NA,NA,NA,NA,0.07907381917191114,0.03607095134552436,0.11823498214085774,0.041252692930065546,0.015497105936439952,0.29012955152479875,0,0,0,0,0,0,0.29012955152479875,0,0,0,0,0,1,0,0,1,0,0
Ryan Feltner,COL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,97,4,0,80,5.16137,1.48944,0,0,0,0,0,0,0.09811964586393904,0,0.2207670012516056,-0.008227760147173524,-0.02117223440668365,0.28948665256168743,0.28948665256168743,0,0,0,0,0,0,0,0,0,1,0
Kyle Karros,COL,hitter,217,194,51,3,25,22,2,0.260876,NA,NA,NA,NA,NA,NA,0.0859498034477295,0.03607095134552436,0.1238652193856605,0.01650107717202622,0.027012585196793178,0.28939963654773376,0,0,0,0,0,0,0.28939963654773376,0,0,0,1,0,0,1,0,1,0,0
David Morgan,SDP,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,62,3,0,63,4.04748,1.30393,0,0,0,0,0,0,0.07358973439795427,0,0.17385401348563942,0.02556666145007449,0.01590664502110204,0.2889170543547702,0.2889170543547702,0,0,0,0,0,0,0,0,0,0,1
Marcus Stroman,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,85,5,0,59,4.71182,1.44157,0,0,0,0,0,0,0.1226495573299238,0,0.16281566342305914,0.009846023767645666,-0.008138151596827412,0.2871730929238012,0.2871730929238012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kade Strowd,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,60,3,3,55,4.2108,1.41056,0,0,0,0,0,0,0.07358973439795427,0.04185861411358389,0.15177731336047884,0.020368031340858506,-9.822073767926924e-4,0.28661148583608287,0.28661148583608287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
