team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
BIG RED MACHINE,23,217,9.832228900810348,7531,6667,1675,264,947,932,128,0.25123743812809357,1085,66,84,1053,468.5372166666667,1355.38857,3.886483824884793,1.2492060552995392,10,9,10,4,3,3,10,4,5,5,36,27,63,5,20
MELONHEADS,23,236,10.183527231596821,7430,6564,1644,244,938,899,194,0.25045703839122485,1365,83,0,1344,586.76639,1677.1854100000003,3.8687893846153845,1.2287072600732603,3,8,4,9,2,10,2,10,6,6,26,34,60,6,20
ERIE LAKERS,23,200,8.283364557927518,7462,6647,1729,254,931,931,117,0.2601173461712051,993,55,58,886,472.13980333333325,1341.07732,4.279212719033232,1.350531037260826,8,6,9,2,10,2,8,2,1,1,35,14,49,7,20
FREE BIRDS,23,247,9.277092680086335,7578,6750,1741,229,904,901,111,0.25792592592592595,1267,78,19,1271,563.8160533333333,1600.9550900000002,4.005007482241515,1.2635793922651934,2,3,5,1,7,8,4,9,3,3,18,27,45,8,20
BLUE SOCKS,17,270,8.88751009425579,6961,6277,1608,219,864,846,159,0.25617333120917635,704,48,29,698,299.52529444444446,847.9384699999999,3.8291585937500003,1.2044580539772727,1,2,2,7,5,1,6,1,8,10,17,26,43,9,20
FREE AT LAST,22,225,8.260511042300921,7634,6714,1655,245,937,894,127,0.2464998510574918,1170,67,22,1037,540.8381111111112,1527.8711,4.160293162393163,1.305872735042735,4,7,3,3,1,4,5,3,2,2,18,16,34,10,20
WESTSIDE MARAUDERS,23,269,11.29163924180385,7736,6854,1738,275,997,963,154,0.25357455500437703,1266,79,49,1303,540.7270566666666,1540.9113160000002,3.8440312085308053,1.2171495387045814,10,10,10,6,5,9,8,9,8,8,41,42,83,1,21
LOUISVILLE SLUGGERS,23,226,10.71161833616263,7613,6867,1830,243,977,922,168,0.26649191786806464,1035,66,66,1088,427.60088111111116,1274.0837299999998,3.7182685314009665,1.2309987729468597,5,8,6,8,10,3,9,5,10,6,37,33,70,2,21
MELONHEADS,23,249,10.337064060477656,7391,6578,1672,253,931,921,172,0.25418060200668896,1261,75,27,1264,541.89435,1516.2792900000002,3.8676044012688346,1.2024419429024584,7,6,5,9,6,7,5,8,7,9,33,36,69,3,21
NATIONAL PASTIME,23,257,10.421756740796432,7639,6863,1714,271,917,956,140,0.24974500947107678,1067,69,103,1087,450.05215111111113,1309.18302,3.7961287347703845,1.2269756513589503,9,5,9,4,2,5,10,4,9,7,29,35,64,4,21
HOOSIERS,23,232,10.300985690221948,7751,6877,1725,249,980,932,218,0.2508361204013378,1176,74,43,1114,512.3287633333333,1488.30658,3.9208833928571423,1.265566819727891,6,9,7,10,3,6,7,6,5,3,35,27,62,5,21
BIG RED MACHINE,23,208,9.822068809747682,7692,6809,1719,267,971,946,128,0.2524599794389778,1255,76,27,1153,554.3635488888889,1613.15931,3.9755154900398404,1.28538590438247,8,7,8,2,4,8,5,7,3,2,29,25,54,6,21
FREE BIRDS,23,261,9.412593958822777,7414,6584,1679,219,885,866,142,0.25501215066828675,1395,86,0,1377,610.282488888889,1746.2540500000002,3.9373063799283163,1.2517950179211472,2,2,3,5,7,10,3,10,4,5,19,32,51,7,21
BLUE SOCKS,17,270,8.906950858406475,6961,6277,1608,219,864,846,159,0.25617333120917635,696,47,29,711,299.33422777777776,826.90661,3.8707012212643677,1.188084209770115,2,1,1,7,8,2,6,1,6,10,19,25,44,8,21
ERIE LAKERS,23,191,8.336077906714117,7281,6477,1701,239,913,900,114,0.26262158406669756,1193,66,22,1006,558.8985211111111,1593.98058,4.216334191114837,1.3361111316010057,4,4,4,1,9,3,4,2,1,1,22,11,33,9,21
FREE AT LAST,22,232,8.222958260153337,7214,6343,1569,233,892,854,133,0.24735929370960114,1153,68,27,1067,518.34064,1458.93836,4.046024076322637,1.2653411621856028,3,3,2,3,1,4,5,3,2,4,12,18,30,10,21
LOUISVILLE SLUGGERS,23,233,10.852876016401671,7354,6590,1706,261,944,920,145,0.25887708649468893,1092,74,61,1193,436.0122866666667,1321.75744,3.5935078571428574,1.2104005860805862,8,8,7,5,9,6,8,7,10,7,37,38,75,1,22
NATIONAL PASTIME,23,265,10.614535603535966,7713,6938,1771,261,935,940,140,0.2552608820985875,1146,72,84,1161,487.7012755555555,1414.0224500000002,3.830114729493891,1.2338764834205935,8,7,9,4,6,4,10,6,7,6,34,33,67,2,22
HOOSIERS,23,230,10.45898285220532,7955,7075,1772,263,998,979,208,0.25045936395759716,1274,80,0,1157,546.7221011111112,1626.4536699999999,3.862244042386186,1.2766512323390893,9,10,10,10,2,10,1,5,5,3,41,24,65,3,22
WESTSIDE MARAUDERS,20,270,10.812833295324612,6651,5919,1521,244,870,848,146,0.25696908261530665,1182,76,32,1258,497.0041788888889,1411.4159760000002,3.784295778341793,1.1940913502538073,6,2,2,6,8,7,6,8,9,10,24,40,64,4,22
MELONHEADS,23,241,10.174699628244424,7381,6544,1637,239,925,892,203,0.25015281173594134,1281,78,27,1260,549.2942911111111,1549.3654000000001,3.859210476190476,1.209496799375488,5,6,4,9,1,9,4,10,6,8,25,37,62,5,22
