team,n,total_salary,sgpar,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ER,WH,ERA,WHIP,hr_pts,r_pts,rbi_pts,sb_pts,avg_pts,w_pts,sv_pts,so_pts,era_pts,whip_pts,hit_pts,pit_pts,total_pts,rank,sim_num
BIG RED MACHINE,23,216,9.816561202720113,7587,6733,1710,259,949,937,129,0.25397296895885935,1247,75,27,1175,544.2817844444445,1566.8450400000002,3.9282566639935848,1.2564916118684846,7,8,7,2,4,7,2,6,6,6,28,27,55,7,35
FREE BIRDS,23,243,8.977689695975375,7033,6235,1581,213,852,830,154,0.2535685645549318,1299,80,32,1300,576.0194066666667,1636.17674,3.990896581986143,1.2595663895304081,1,1,1,5,3,9,3,9,4,4,11,29,40,8,35
ERIE LAKERS,23,199,8.029834617815654,7221,6438,1681,243,907,900,120,0.2611059335197266,934,56,45,901,417.47422666666665,1208.72247,4.022770920770878,1.2941354068522484,5,4,5,1,10,2,6,1,3,2,25,14,39,9,35
FREE AT LAST,22,220,8.0298525974803,7088,6215,1539,222,892,835,160,0.24762670957361224,1076,63,49,1008,485.0688255555556,1394.40828,4.057267128252788,1.2959184758364313,2,2,2,6,1,3,7,2,1,1,13,14,27,10,35
WESTSIDE MARAUDERS,23,255,10.968170256598281,7484,6648,1675,262,943,928,159,0.2519554753309266,1361,85,32,1375,582.4398055555555,1682.1015860000002,3.851549044819985,1.2359306289493022,9,7,8,7,4,10,7,10,6,7,35,40,75,1,36
LOUISVILLE SLUGGERS,23,218,10.80543221645756,7956,7159,1883,256,1022,956,193,0.26302556222936163,908,57,88,926,386.02732333333336,1141.34386,3.8262620154185023,1.2569866299559471,8,10,10,9,10,2,10,1,7,5,47,25,72,2,36
BLUE SOCKS,23,236,10.045569217185571,7624,6883,1760,231,921,904,174,0.2557024553247131,1246,79,29,1257,525.6436588888889,1508.4374400000002,3.7967840529695027,1.210623948635634,2,5,5,8,7,8,6,8,9,9,27,40,67,3,36
NATIONAL PASTIME,23,263,10.518892917823646,7639,6858,1764,254,939,924,145,0.2572178477690289,1154,73,84,1133,507.7129211111111,1407.88071,3.9596328336221838,1.2200006152512997,7,6,7,5,8,7,9,6,4,8,33,34,67,3,36
HOOSIERS,23,233,10.20568254931542,7624,6741,1697,239,965,911,231,0.25174306482717695,1142,72,46,1083,484.4213222222222,1424.37646,3.817681173380035,1.2472648511383537,4,9,6,10,3,6,8,4,8,6,32,32,64,4,36
BIG RED MACHINE,23,202,9.772642559966684,7587,6710,1674,271,951,944,118,0.24947839046199702,1270,79,27,1183,550.2836511111111,1625.2364400000001,3.8996479212598425,1.2797137322834646,10,8,9,3,2,8,5,7,5,3,32,28,60,5,36
